,Temp Hourly,Clouds Hourly,Humidity Hourly,UVI Hourly,POP Hourly,Hourly Forecast UTC
0,39.06,100,90,0.0,0.72,2022-10-26 07:00:00-05:00
1,38.86,100,91,0.0,0.72,2022-10-26 08:00:00-05:00
2,38.5,100,93,0.0,0.66,2022-10-26 09:00:00-05:00
3,38.08,100,94,0.0,0.66,2022-10-26 10:00:00-05:00
4,38.26,100,91,0.09,0.66,2022-10-26 11:00:00-05:00
5,38.82,100,89,0.23,0.69,2022-10-26 12:00:00-05:00
6,40.01,100,81,0.42,0.43,2022-10-26 13:00:00-05:00
7,41.83,100,73,0.64,0.39,2022-10-26 14:00:00-05:00
8,42.78,100,68,0.69,0.39,2022-10-26 15:00:00-05:00
9,44.1,100,62,0.6,0.39,2022-10-26 16:00:00-05:00
10,44.49,100,60,0.91,0.32,2022-10-26 17:00:00-05:00
11,45.28,100,56,0.45,0.28,2022-10-26 18:00:00-05:00
12,44.64,98,56,0.13,0.01,2022-10-26 19:00:00-05:00
13,42.31,94,61,0.0,0.0,2022-10-26 20:00:00-05:00
14,40.98,97,64,0.0,0.0,2022-10-26 21:00:00-05:00
15,40.73,98,65,0.0,0.0,2022-10-26 22:00:00-05:00
16,39.54,98,69,0.0,0.0,2022-10-26 23:00:00-05:00
17,39.02,99,71,0.0,0.0,2022-10-27 00:00:00-05:00
18,38.41,99,74,0.0,0.0,2022-10-27 01:00:00-05:00
19,37.62,100,77,0.0,0.0,2022-10-27 02:00:00-05:00
20,36.68,100,80,0.0,0.0,2022-10-27 03:00:00-05:00
21,35.91,99,82,0.0,0.0,2022-10-27 04:00:00-05:00
22,35.19,82,82,0.0,0.0,2022-10-27 05:00:00-05:00
23,35.02,83,82,0.0,0.0,2022-10-27 06:00:00-05:00
24,33.26,17,84,0.0,0.0,2022-10-27 07:00:00-05:00
25,33.69,40,82,0.0,0.0,2022-10-27 08:00:00-05:00
26,33.75,60,82,0.0,0.0,2022-10-27 09:00:00-05:00
27,34.2,80,80,0.0,0.0,2022-10-27 10:00:00-05:00
28,37.42,100,71,0.28,0.0,2022-10-27 11:00:00-05:00
29,40.5,100,60,0.79,0.0,2022-10-27 12:00:00-05:00
30,43.88,100,52,1.42,0.0,2022-10-27 13:00:00-05:00
31,46.35,57,49,1.52,0.0,2022-10-27 14:00:00-05:00
32,48.24,38,47,1.64,0.0,2022-10-27 15:00:00-05:00
33,49.87,29,45,1.41,0.0,2022-10-27 16:00:00-05:00
34,51.12,27,43,1.28,0.0,2022-10-27 17:00:00-05:00
35,51.62,30,44,0.62,0.0,2022-10-27 18:00:00-05:00
36,49.24,30,50,0.18,0.0,2022-10-27 19:00:00-05:00
37,45.86,41,56,0.0,0.0,2022-10-27 20:00:00-05:00
38,45.37,70,56,0.0,0.0,2022-10-27 21:00:00-05:00
39,45.19,80,55,0.0,0.0,2022-10-27 22:00:00-05:00
40,45.52,85,54,0.0,0.0,2022-10-27 23:00:00-05:00
41,45.43,88,53,0.0,0.0,2022-10-28 00:00:00-05:00
42,44.94,90,54,0.0,0.0,2022-10-28 01:00:00-05:00
43,44.04,100,56,0.0,0.0,2022-10-28 02:00:00-05:00
44,43.36,100,56,0.0,0.0,2022-10-28 03:00:00-05:00
45,42.96,100,55,0.0,0.0,2022-10-28 04:00:00-05:00
46,42.66,100,54,0.0,0.0,2022-10-28 05:00:00-05:00
47,42.39,100,54,0.0,0.0,2022-10-28 06:00:00-05:00
48,42.93,20,56,0.0,0.0,2022-10-28 07:00:00-05:00
49,42.39,40,56,0.0,0.0,2022-10-28 08:00:00-05:00
50,41.86,60,56,0.0,0.0,2022-10-28 09:00:00-05:00
51,41.58,80,55,0.0,0.0,2022-10-28 10:00:00-05:00
52,42.58,100,52,0.22,0.0,2022-10-28 11:00:00-05:00
53,44.6,100,48,0.65,0.0,2022-10-28 12:00:00-05:00
54,47.97,100,41,1.18,0.0,2022-10-28 13:00:00-05:00
55,50.09,100,38,1.17,0.0,2022-10-28 14:00:00-05:00
56,52.52,100,34,1.25,0.0,2022-10-28 15:00:00-05:00
57,55.49,100,31,1.08,0.0,2022-10-28 16:00:00-05:00
58,54.79,100,34,0.53,0.0,2022-10-28 17:00:00-05:00
59,53.55,100,36,0.25,0.0,2022-10-28 18:00:00-05:00
60,52.81,100,39,0.07,0.0,2022-10-28 19:00:00-05:00
61,51.53,100,42,0.0,0.0,2022-10-28 20:00:00-05:00
62,50.85,100,43,0.0,0.0,2022-10-28 21:00:00-05:00
63,50.52,100,44,0.0,0.0,2022-10-28 22:00:00-05:00
64,49.71,100,45,0.0,0.0,2022-10-28 23:00:00-05:00
65,48.92,99,45,0.0,0.0,2022-10-29 00:00:00-05:00
66,46.08,89,49,0.0,0.0,2022-10-29 01:00:00-05:00
67,45.28,60,50,0.0,0.0,2022-10-29 02:00:00-05:00
68,43.97,51,52,0.0,0.0,2022-10-29 03:00:00-05:00
69,45.95,65,49,0.0,0.0,2022-10-29 04:00:00-05:00
70,46.35,74,50,0.0,0.0,2022-10-29 05:00:00-05:00
71,46.11,79,51,0.0,0.0,2022-10-29 06:00:00-05:00
72,43.95,94,61,0.0,0.0,2022-10-29 07:00:00-05:00
73,43.41,80,59,0.0,0.0,2022-10-29 08:00:00-05:00
74,42.46,67,58,0.0,0.0,2022-10-29 09:00:00-05:00
75,42.13,60,56,0.0,0.0,2022-10-29 10:00:00-05:00
76,44.44,54,51,0.23,0.0,2022-10-29 11:00:00-05:00
77,46.87,63,50,0.65,0.0,2022-10-29 12:00:00-05:00
78,48.2,70,51,1.17,0.0,2022-10-29 13:00:00-05:00
79,50.88,99,54,1.71,0.0,2022-10-29 14:00:00-05:00
80,52.77,97,60,1.85,0.0,2022-10-29 15:00:00-05:00
81,55.04,88,57,1.59,0.0,2022-10-29 16:00:00-05:00
82,55.4,68,54,1.09,0.0,2022-10-29 17:00:00-05:00
83,54.84,55,53,0.52,0.0,2022-10-29 18:00:00-05:00
84,52.2,47,59,0.15,0.0,2022-10-29 19:00:00-05:00
85,48.06,55,69,0.0,0.0,2022-10-29 20:00:00-05:00
86,46.78,33,73,0.0,0.0,2022-10-29 21:00:00-05:00
87,46.2,28,74,0.0,0.0,2022-10-29 22:00:00-05:00
88,45.55,41,75,0.0,0.0,2022-10-29 23:00:00-05:00
89,45.12,38,75,0.0,0.0,2022-10-30 00:00:00-05:00
90,44.69,46,72,0.0,0.0,2022-10-30 01:00:00-05:00
91,44.17,74,70,0.0,0.0,2022-10-30 02:00:00-05:00
92,43.93,62,70,0.0,0.0,2022-10-30 03:00:00-05:00
93,43.47,66,71,0.0,0.0,2022-10-30 04:00:00-05:00
94,43.3,75,71,0.0,0.0,2022-10-30 05:00:00-05:00
95,43.02,80,72,0.0,0.0,2022-10-30 06:00:00-05:00
96,43.05,74,78,0.0,0.0,2022-10-30 07:00:00-05:00
97,43.0,84,76,0.0,0.0,2022-10-30 08:00:00-05:00
98,42.96,89,75,0.0,0.0,2022-10-30 09:00:00-05:00
99,42.84,94,76,0.0,0.0,2022-10-30 10:00:00-05:00
100,46.71,99,71,0.24,0.0,2022-10-30 11:00:00-05:00
101,50.16,99,64,0.71,0.0,2022-10-30 12:00:00-05:00
102,52.92,100,59,1.29,0.0,2022-10-30 13:00:00-05:00
103,54.09,100,52,1.49,0.0,2022-10-30 14:00:00-05:00
104,54.77,100,50,1.61,0.0,2022-10-30 15:00:00-05:00
105,55.87,100,49,1.38,0.0,2022-10-30 16:00:00-05:00
106,54.43,100,51,0.98,0.0,2022-10-30 17:00:00-05:00
107,53.96,100,51,0.46,0.0,2022-10-30 18:00:00-05:00
108,52.72,100,56,0.13,0.0,2022-10-30 19:00:00-05:00
109,52.56,100,57,0.0,0.0,2022-10-30 20:00:00-05:00
110,52.3,100,58,0.0,0.0,2022-10-30 21:00:00-05:00
111,51.42,100,60,0.0,0.0,2022-10-30 22:00:00-05:00
112,51.89,100,61,0.0,0.0,2022-10-30 23:00:00-05:00
113,51.6,100,62,0.0,0.0,2022-10-31 00:00:00-05:00
114,50.68,100,65,0.0,0.11,2022-10-31 01:00:00-05:00
115,51.28,100,64,0.0,0.01,2022-10-31 02:00:00-05:00
116,51.08,100,64,0.0,0.01,2022-10-31 03:00:00-05:00
117,52.11,100,60,0.0,0.0,2022-10-31 04:00:00-05:00
118,51.96,100,58,0.0,0.0,2022-10-31 05:00:00-05:00
119,51.93,100,60,0.0,0.0,2022-10-31 06:00:00-05:00
120,47.75,100,84,0.0,0.69,2022-10-31 07:00:00-05:00
121,48.6,100,80,0.0,0.69,2022-10-31 08:00:00-05:00
122,49.03,100,81,0.0,0.68,2022-10-31 09:00:00-05:00
123,50.23,100,77,0.0,0.64,2022-10-31 10:00:00-05:00
124,52.74,100,67,0.04,0.64,2022-10-31 11:00:00-05:00
125,52.21,100,68,0.12,0.56,2022-10-31 12:00:00-05:00
126,53.67,100,61,0.22,0.16,2022-10-31 13:00:00-05:00
127,54.66,100,58,0.31,0.16,2022-10-31 14:00:00-05:00
128,55.09,100,60,0.34,0.16,2022-10-31 15:00:00-05:00
129,54.34,100,66,0.29,0.48,2022-10-31 16:00:00-05:00
130,52.41,100,77,0.19,0.6,2022-10-31 17:00:00-05:00
131,52.27,100,78,0.09,0.71,2022-10-31 18:00:00-05:00
132,51.66,100,80,0.02,0.79,2022-10-31 19:00:00-05:00
133,50.02,100,90,0.0,0.75,2022-10-31 20:00:00-05:00
134,50.04,100,88,0.0,0.84,2022-10-31 21:00:00-05:00
135,47.88,100,91,0.0,0.85,2022-10-31 22:00:00-05:00
136,47.41,100,93,0.0,0.89,2022-10-31 23:00:00-05:00
137,47.64,100,88,0.0,0.9,2022-11-01 00:00:00-05:00
138,46.47,100,81,0.0,0.96,2022-11-01 01:00:00-05:00
139,45.52,100,81,0.0,1.0,2022-11-01 02:00:00-05:00
140,44.64,100,84,0.0,1.0,2022-11-01 03:00:00-05:00
141,43.36,100,89,0.0,1.0,2022-11-01 04:00:00-05:00
142,42.15,100,91,0.0,1.0,2022-11-01 05:00:00-05:00
143,40.57,100,94,0.0,1.0,2022-11-01 06:00:00-05:00
144,41.99,100,90,0.0,0.69,2022-11-01 07:00:00-05:00
145,41.54,100,91,0.0,0.69,2022-11-01 08:00:00-05:00
146,40.82,100,92,0.0,0.69,2022-11-01 09:00:00-05:00
147,39.63,100,94,0.0,0.77,2022-11-01 10:00:00-05:00
148,37.92,100,96,0.03,0.77,2022-11-01 11:00:00-05:00
149,36.91,100,96,0.09,0.77,2022-11-01 12:00:00-05:00
150,36.77,100,97,0.17,0.68,2022-11-01 13:00:00-05:00
151,36.81,100,97,0.24,0.64,2022-11-01 14:00:00-05:00
152,36.81,100,98,0.26,0.72,2022-11-01 15:00:00-05:00
153,36.86,100,98,0.22,0.72,2022-11-01 16:00:00-05:00
154,36.91,100,98,0.11,0.72,2022-11-01 17:00:00-05:00
155,37.11,100,97,0.05,0.79,2022-11-01 18:00:00-05:00
156,37.17,100,97,0.01,0.81,2022-11-01 19:00:00-05:00
157,36.79,100,98,0.0,0.89,2022-11-01 20:00:00-05:00
158,36.36,100,99,0.0,0.97,2022-11-01 21:00:00-05:00
159,36.1,100,99,0.0,0.99,2022-11-01 22:00:00-05:00
160,35.83,100,99,0.0,1.0,2022-11-01 23:00:00-05:00
161,35.31,100,99,0.0,1.0,2022-11-02 00:00:00-05:00
162,35.22,100,99,0.0,1.0,2022-11-02 01:00:00-05:00
163,34.7,100,99,0.0,1.0,2022-11-02 02:00:00-05:00
164,34.09,100,99,0.0,1.0,2022-11-02 03:00:00-05:00
165,33.75,100,99,0.0,1.0,2022-11-02 04:00:00-05:00
166,33.31,100,99,0.0,1.0,2022-11-02 05:00:00-05:00
167,33.26,100,99,0.0,1.0,2022-11-02 06:00:00-05:00
168,34.2,100,96,0.0,0.09,2022-11-02 07:00:00-05:00
169,34.57,100,92,0.0,0.03,2022-11-02 08:00:00-05:00
170,34.59,100,89,0.0,0.02,2022-11-02 09:00:00-05:00
171,34.56,100,84,0.0,0.02,2022-11-02 10:00:00-05:00
172,35.15,100,80,0.18,0.02,2022-11-02 11:00:00-05:00
173,36.43,99,78,0.52,0.02,2022-11-02 12:00:00-05:00
174,37.9,97,74,0.95,0.0,2022-11-02 13:00:00-05:00
175,38.93,96,69,1.17,0.0,2022-11-02 14:00:00-05:00
176,40.03,71,64,1.27,0.0,2022-11-02 15:00:00-05:00
177,40.77,66,59,1.08,0.0,2022-11-02 16:00:00-05:00
178,41.14,56,57,0.81,0.0,2022-11-02 17:00:00-05:00
179,40.86,47,60,0.39,0.0,2022-11-02 18:00:00-05:00
180,38.23,41,67,0.1,0.0,2022-11-02 19:00:00-05:00
181,35.89,61,71,0.0,0.0,2022-11-02 20:00:00-05:00
182,35.33,76,73,0.0,0.03,2022-11-02 21:00:00-05:00
183,34.43,58,74,0.0,0.1,2022-11-02 22:00:00-05:00
184,33.73,48,75,0.0,0.06,2022-11-02 23:00:00-05:00
185,32.88,41,77,0.0,0.06,2022-11-03 00:00:00-05:00
186,32.11,36,80,0.0,0.0,2022-11-03 01:00:00-05:00
187,31.55,13,82,0.0,0.0,2022-11-03 02:00:00-05:00
188,31.24,34,84,0.0,0.0,2022-11-03 03:00:00-05:00
189,31.21,49,84,0.0,0.0,2022-11-03 04:00:00-05:00
190,31.03,53,86,0.0,0.0,2022-11-03 05:00:00-05:00
191,30.69,56,87,0.0,0.0,2022-11-03 06:00:00-05:00
192,32.02,93,91,0.0,0.01,2022-11-03 07:00:00-05:00
193,31.6,98,92,0.0,0.01,2022-11-03 08:00:00-05:00
194,31.55,98,93,0.0,0.0,2022-11-03 09:00:00-05:00
195,31.93,98,93,0.0,0.0,2022-11-03 10:00:00-05:00
196,33.19,94,88,0.21,0.05,2022-11-03 11:00:00-05:00
197,34.86,87,80,0.63,0.1,2022-11-03 12:00:00-05:00
198,36.19,87,75,1.17,0.12,2022-11-03 13:00:00-05:00
199,36.99,100,72,1.54,0.12,2022-11-03 14:00:00-05:00
200,37.71,100,68,1.67,0.12,2022-11-03 15:00:00-05:00
201,38.23,100,65,1.42,0.11,2022-11-03 16:00:00-05:00
202,38.59,100,64,0.9,0.11,2022-11-03 17:00:00-05:00
203,38.52,100,64,0.42,0.11,2022-11-03 18:00:00-05:00
204,36.95,100,70,0.11,0.0,2022-11-03 19:00:00-05:00
205,35.71,100,75,0.0,0.0,2022-11-03 20:00:00-05:00
206,35.1,100,77,0.0,0.0,2022-11-03 21:00:00-05:00
207,35.49,100,75,0.0,0.35,2022-11-03 22:00:00-05:00
208,35.11,100,77,0.0,0.59,2022-11-03 23:00:00-05:00
209,33.37,100,91,0.0,0.86,2022-11-04 00:00:00-05:00
210,32.61,100,98,0.0,1.0,2022-11-04 01:00:00-05:00
211,32.52,100,99,0.0,1.0,2022-11-04 02:00:00-05:00
212,32.41,100,99,0.0,1.0,2022-11-04 03:00:00-05:00
213,32.22,100,99,0.0,1.0,2022-11-04 04:00:00-05:00
214,31.96,100,99,0.0,1.0,2022-11-04 05:00:00-05:00
215,31.95,100,99,0.0,1.0,2022-11-04 06:00:00-05:00
216,43.03,100,88,0.0,0.88,2022-11-04 07:00:00-05:00
217,42.89,100,84,0.0,0.0,2022-11-04 08:00:00-05:00
218,42.37,100,80,0.0,0.0,2022-11-04 09:00:00-05:00
219,41.81,100,77,0.1,0.08,2022-11-04 10:00:00-05:00
220,41.31,100,72,0.34,0.08,2022-11-04 11:00:00-05:00
221,40.41,100,69,0.62,0.08,2022-11-04 12:00:00-05:00
222,40.53,100,62,0.91,0.08,2022-11-04 13:00:00-05:00
223,40.89,100,57,1.05,0.0,2022-11-04 14:00:00-05:00
224,41.31,100,55,0.97,0.0,2022-11-04 15:00:00-05:00
225,41.23,100,52,0.69,0.0,2022-11-04 16:00:00-05:00
226,41.27,100,52,0.35,0.0,2022-11-04 17:00:00-05:00
227,41.18,100,52,0.16,0.0,2022-11-04 18:00:00-05:00
228,41.11,100,52,0.0,0.0,2022-11-04 19:00:00-05:00
229,41.13,100,53,0.0,0.0,2022-11-04 20:00:00-05:00
230,41.05,100,53,0.0,0.0,2022-11-04 21:00:00-05:00
231,41.2,100,54,0.0,0.0,2022-11-04 22:00:00-05:00
232,41.58,100,56,0.0,0.0,2022-11-04 23:00:00-05:00
233,41.74,100,58,0.0,0.0,2022-11-05 00:00:00-05:00
234,41.59,100,62,0.0,0.0,2022-11-05 01:00:00-05:00
235,41.34,100,65,0.0,0.0,2022-11-05 02:00:00-05:00
236,41.31,100,65,0.0,0.0,2022-11-05 03:00:00-05:00
237,41.23,100,66,0.0,0.0,2022-11-05 04:00:00-05:00
238,41.04,100,70,0.0,0.02,2022-11-05 05:00:00-05:00
239,40.89,100,71,0.0,0.02,2022-11-05 06:00:00-05:00
240,42.48,100,86,0.0,0.0,2022-11-04 07:00:00-05:00
241,42.22,100,82,0.0,0.0,2022-11-04 08:00:00-05:00
242,41.88,100,80,0.1,0.08,2022-11-04 09:00:00-05:00
243,41.52,100,75,0.34,0.08,2022-11-04 10:00:00-05:00
244,40.41,100,69,0.62,0.08,2022-11-04 11:00:00-05:00
245,40.53,100,62,0.91,0.08,2022-11-04 12:00:00-05:00
246,40.89,100,57,1.05,0.0,2022-11-04 13:00:00-05:00
247,41.31,100,55,0.97,0.0,2022-11-04 14:00:00-05:00
248,41.23,100,52,0.69,0.0,2022-11-04 15:00:00-05:00
249,41.27,100,52,0.35,0.0,2022-11-04 16:00:00-05:00
250,41.18,100,52,0.16,0.0,2022-11-04 17:00:00-05:00
251,41.11,100,52,0.0,0.0,2022-11-04 18:00:00-05:00
252,41.13,100,53,0.0,0.0,2022-11-04 19:00:00-05:00
253,41.05,100,53,0.0,0.0,2022-11-04 20:00:00-05:00
254,41.2,100,54,0.0,0.0,2022-11-04 21:00:00-05:00
255,41.58,100,56,0.0,0.0,2022-11-04 22:00:00-05:00
256,41.74,100,58,0.0,0.0,2022-11-04 23:00:00-05:00
257,41.59,100,62,0.0,0.0,2022-11-05 00:00:00-05:00
258,41.34,100,65,0.0,0.0,2022-11-05 01:00:00-05:00
259,41.31,100,65,0.0,0.0,2022-11-05 02:00:00-05:00
260,41.23,100,66,0.0,0.0,2022-11-05 03:00:00-05:00
261,41.04,100,70,0.0,0.02,2022-11-05 04:00:00-05:00
262,40.89,100,71,0.0,0.02,2022-11-05 05:00:00-05:00
263,40.48,100,70,0.0,0.15,2022-11-05 06:00:00-05:00
264,40.57,94,79,0.0,0.05,2022-11-05 07:00:00-05:00
265,40.37,100,77,0.0,0.05,2022-11-05 08:00:00-05:00
266,40.26,100,75,0.07,0.15,2022-11-05 09:00:00-05:00
267,39.97,100,73,0.25,0.3,2022-11-05 10:00:00-05:00
268,39.27,100,76,0.29,0.49,2022-11-05 11:00:00-05:00
269,38.86,100,82,0.42,0.68,2022-11-05 12:00:00-05:00
270,38.01,100,91,0.49,0.93,2022-11-05 13:00:00-05:00
271,37.31,100,96,0.19,0.97,2022-11-05 14:00:00-05:00
272,36.91,100,98,0.13,0.99,2022-11-05 15:00:00-05:00
273,36.79,100,98,0.06,1.0,2022-11-05 16:00:00-05:00
274,36.52,100,98,0.01,1.0,2022-11-05 17:00:00-05:00
275,35.11,100,99,0.0,1.0,2022-11-05 18:00:00-05:00
276,35.46,100,99,0.0,0.75,2022-11-05 19:00:00-05:00
277,36.18,100,98,0.0,0.64,2022-11-05 20:00:00-05:00
278,36.73,100,97,0.0,0.57,2022-11-05 21:00:00-05:00
279,37.33,100,95,0.0,0.52,2022-11-05 22:00:00-05:00
280,37.22,99,94,0.0,0.52,2022-11-05 23:00:00-05:00
281,36.81,95,92,0.0,0.34,2022-11-06 00:00:00-05:00
282,37.18,96,91,0.0,0.0,2022-11-06 01:00:00-05:00
283,37.85,100,90,0.0,0.0,2022-11-06 01:00:00-06:00
284,38.19,100,89,0.0,0.0,2022-11-06 02:00:00-06:00
285,38.79,100,86,0.0,0.0,2022-11-06 03:00:00-06:00
286,39.51,100,80,0.0,0.2,2022-11-06 04:00:00-06:00
287,39.61,100,79,0.0,0.29,2022-11-06 05:00:00-06:00
288,39.45,100,90,0.0,0.8,2022-11-06 07:00:00-06:00
289,39.45,100,90,0.02,1.0,2022-11-06 08:00:00-06:00
290,40.26,100,87,0.07,0.79,2022-11-06 09:00:00-06:00
291,42.39,99,83,0.83,0.79,2022-11-06 10:00:00-06:00
292,45.86,86,70,1.24,0.74,2022-11-06 11:00:00-06:00
293,47.14,72,58,1.41,0.0,2022-11-06 12:00:00-06:00
294,47.52,5,48,1.32,0.0,2022-11-06 13:00:00-06:00
295,46.62,8,47,0.93,0.0,2022-11-06 14:00:00-06:00
296,45.82,12,46,0.47,0.0,2022-11-06 15:00:00-06:00
297,44.8,20,47,0.15,0.0,2022-11-06 16:00:00-06:00
298,42.93,26,49,0.0,0.0,2022-11-06 17:00:00-06:00
299,41.45,23,50,0.0,0.0,2022-11-06 18:00:00-06:00
300,39.92,32,49,0.0,0.0,2022-11-06 19:00:00-06:00
301,37.85,49,52,0.0,0.0,2022-11-06 20:00:00-06:00
302,36.32,60,57,0.0,0.0,2022-11-06 21:00:00-06:00
303,35.55,62,57,0.0,0.0,2022-11-06 22:00:00-06:00
304,34.7,63,58,0.0,0.0,2022-11-06 23:00:00-06:00
305,33.76,64,60,0.0,0.0,2022-11-07 00:00:00-06:00
306,32.94,62,62,0.0,0.0,2022-11-07 01:00:00-06:00
307,32.49,64,64,0.0,0.0,2022-11-07 02:00:00-06:00
308,32.58,66,66,0.0,0.0,2022-11-07 03:00:00-06:00
309,32.63,69,68,0.0,0.0,2022-11-07 04:00:00-06:00
310,32.83,73,69,0.0,0.0,2022-11-07 05:00:00-06:00
311,33.03,76,70,0.0,0.0,2022-11-07 06:00:00-06:00
312,33.53,81,70,0.0,0.0,2022-11-07 07:00:00-06:00
313,33.84,68,69,0.12,0.0,2022-11-07 08:00:00-06:00
314,34.84,62,68,0.46,0.0,2022-11-07 09:00:00-06:00
315,36.18,51,67,0.93,0.0,2022-11-07 10:00:00-06:00
316,38.01,49,64,1.39,0.0,2022-11-07 11:00:00-06:00
317,38.7,53,62,1.59,0.0,2022-11-07 12:00:00-06:00
318,38.97,64,60,1.5,0.0,2022-11-07 13:00:00-06:00
319,39.18,71,58,1.04,0.0,2022-11-07 14:00:00-06:00
320,39.4,72,56,0.53,0.0,2022-11-07 15:00:00-06:00
321,38.77,73,57,0.15,0.0,2022-11-07 16:00:00-06:00
322,37.72,75,60,0.0,0.0,2022-11-07 17:00:00-06:00
323,37.67,79,62,0.0,0.0,2022-11-07 18:00:00-06:00
324,37.54,87,63,0.0,0.0,2022-11-07 19:00:00-06:00
325,38.01,94,62,0.0,0.0,2022-11-07 20:00:00-06:00
326,38.53,95,62,0.0,0.0,2022-11-07 21:00:00-06:00
327,38.95,96,63,0.0,0.0,2022-11-07 22:00:00-06:00
328,38.8,97,66,0.0,0.0,2022-11-07 23:00:00-06:00
329,38.5,97,67,0.0,0.0,2022-11-08 00:00:00-06:00
330,38.3,100,67,0.0,0.0,2022-11-08 01:00:00-06:00
331,37.63,100,69,0.0,0.0,2022-11-08 02:00:00-06:00
332,37.24,100,70,0.0,0.0,2022-11-08 03:00:00-06:00
333,37.15,98,69,0.0,0.0,2022-11-08 04:00:00-06:00
334,37.13,98,69,0.0,0.0,2022-11-08 05:00:00-06:00
335,36.75,98,69,0.0,0.0,2022-11-08 06:00:00-06:00
336,38.55,52,73,0.0,0.0,2022-11-08 07:00:00-06:00
337,38.44,64,72,0.11,0.0,2022-11-08 08:00:00-06:00
338,38.88,76,69,0.42,0.0,2022-11-08 09:00:00-06:00
339,40.01,88,66,0.83,0.0,2022-11-08 10:00:00-06:00
340,42.06,100,63,1.25,0.0,2022-11-08 11:00:00-06:00
341,43.68,100,62,1.42,0.0,2022-11-08 12:00:00-06:00
342,44.85,100,63,0.98,0.0,2022-11-08 13:00:00-06:00
343,45.48,100,64,0.68,0.0,2022-11-08 14:00:00-06:00
344,45.9,100,65,0.34,0.0,2022-11-08 15:00:00-06:00
345,45.75,100,65,0.04,0.0,2022-11-08 16:00:00-06:00
346,45.21,98,67,0.0,0.0,2022-11-08 17:00:00-06:00
347,45.23,99,66,0.0,0.34,2022-11-08 18:00:00-06:00
348,45.01,100,67,0.0,0.46,2022-11-08 19:00:00-06:00
349,44.87,100,69,0.0,0.72,2022-11-08 20:00:00-06:00
350,44.28,100,75,0.0,0.75,2022-11-08 21:00:00-06:00
351,44.42,100,76,0.0,0.85,2022-11-08 22:00:00-06:00
352,43.92,100,81,0.0,0.98,2022-11-08 23:00:00-06:00
353,44.35,100,81,0.0,1.0,2022-11-09 00:00:00-06:00
354,43.68,100,87,0.0,1.0,2022-11-09 01:00:00-06:00
355,44.4,100,86,0.0,1.0,2022-11-09 02:00:00-06:00
356,45.37,100,83,0.0,1.0,2022-11-09 03:00:00-06:00
357,45.55,100,87,0.0,1.0,2022-11-09 04:00:00-06:00
358,45.9,100,88,0.0,0.8,2022-11-09 05:00:00-06:00
359,46.27,100,89,0.0,0.33,2022-11-09 06:00:00-06:00
360,44.15,100,93,0.0,0.04,2022-11-09 07:00:00-06:00
361,44.58,100,93,0.03,0.0,2022-11-09 08:00:00-06:00
362,45.1,100,92,0.14,0.0,2022-11-09 09:00:00-06:00
363,45.77,100,93,0.16,0.0,2022-11-09 10:00:00-06:00
364,46.4,100,93,0.24,0.0,2022-11-09 11:00:00-06:00
365,46.62,100,94,0.27,0.53,2022-11-09 12:00:00-06:00
366,46.65,100,95,0.17,0.86,2022-11-09 13:00:00-06:00
367,46.47,100,98,0.11,1.0,2022-11-09 14:00:00-06:00
368,46.67,100,99,0.06,1.0,2022-11-09 15:00:00-06:00
369,47.48,100,99,0.02,1.0,2022-11-09 16:00:00-06:00
370,47.59,100,99,0.0,1.0,2022-11-09 17:00:00-06:00
371,47.52,100,99,0.0,1.0,2022-11-09 18:00:00-06:00
372,47.62,100,99,0.0,1.0,2022-11-09 19:00:00-06:00
373,47.16,100,100,0.0,1.0,2022-11-09 20:00:00-06:00
374,46.44,100,99,0.0,1.0,2022-11-09 21:00:00-06:00
375,45.66,100,99,0.0,1.0,2022-11-09 22:00:00-06:00
376,45.25,100,98,0.0,1.0,2022-11-09 23:00:00-06:00
377,44.42,100,98,0.0,1.0,2022-11-10 00:00:00-06:00
378,44.58,100,98,0.0,1.0,2022-11-10 01:00:00-06:00
379,44.26,100,98,0.0,1.0,2022-11-10 02:00:00-06:00
380,44.02,100,98,0.0,1.0,2022-11-10 03:00:00-06:00
381,43.0,100,97,0.0,1.0,2022-11-10 04:00:00-06:00
382,42.84,100,97,0.0,1.0,2022-11-10 05:00:00-06:00
383,42.42,100,96,0.0,0.99,2022-11-10 06:00:00-06:00
384,41.02,80,96,0.0,0.8,2022-11-10 07:00:00-06:00
385,40.75,85,96,0.0,1.0,2022-11-10 08:00:00-06:00
386,40.05,90,95,0.06,1.0,2022-11-10 09:00:00-06:00
387,39.09,95,95,0.11,1.0,2022-11-10 10:00:00-06:00
388,38.16,100,96,0.16,1.0,2022-11-10 11:00:00-06:00
389,37.96,100,95,0.19,1.0,2022-11-10 12:00:00-06:00
390,37.87,100,95,0.11,1.0,2022-11-10 13:00:00-06:00
391,37.87,100,95,0.08,1.0,2022-11-10 14:00:00-06:00
392,38.07,100,95,0.04,1.0,2022-11-10 15:00:00-06:00
393,38.26,100,95,0.01,1.0,2022-11-10 16:00:00-06:00
394,38.28,100,96,0.0,1.0,2022-11-10 17:00:00-06:00
395,38.53,100,96,0.0,0.65,2022-11-10 18:00:00-06:00
396,38.86,100,95,0.0,0.65,2022-11-10 19:00:00-06:00
397,39.99,100,95,0.0,0.61,2022-11-10 20:00:00-06:00
