,Temp Hourly,Clouds Hourly,Humidity Hourly,UVI Hourly,POP Hourly,Hourly Forecast UTC
3626,31.57,100,95,0.41,0.12,2023-03-31 09:00:00-05:00
3627,31.71,100,94,0.83,0.17,2023-03-31 10:00:00-05:00
3628,31.95,100,93,1.6,0.24,2023-03-31 11:00:00-05:00
3629,32.13,100,93,2.07,0.2,2023-03-31 12:00:00-05:00
3630,32.29,100,93,2.27,0.36,2023-03-31 13:00:00-05:00
3631,32.16,100,93,1.15,0.54,2023-03-31 14:00:00-05:00
3632,31.66,100,93,0.9,0.57,2023-03-31 15:00:00-05:00
3633,31.26,100,91,0.6,0.62,2023-03-31 16:00:00-05:00
3634,30.7,100,90,0.14,0.66,2023-03-31 17:00:00-05:00
3635,30.18,100,93,0.05,0.68,2023-03-31 18:00:00-05:00
3636,30.27,100,95,0.0,0.95,2023-03-31 19:00:00-05:00
3637,30.29,100,96,0.0,0.95,2023-03-31 20:00:00-05:00
3638,30.33,100,95,0.0,0.95,2023-03-31 21:00:00-05:00
3639,30.11,100,94,0.0,0.95,2023-03-31 22:00:00-05:00
3640,30.06,100,92,0.0,0.91,2023-03-31 23:00:00-05:00
3641,29.7,100,92,0.0,0.78,2023-04-01 00:00:00-05:00
3642,29.05,100,89,0.0,0.54,2023-04-01 01:00:00-05:00
3643,28.2,100,88,0.0,0.5,2023-04-01 02:00:00-05:00
3644,27.27,100,85,0.0,0.38,2023-04-01 03:00:00-05:00
3645,26.8,100,81,0.0,0.38,2023-04-01 04:00:00-05:00
3646,25.83,100,79,0.0,0.35,2023-04-01 05:00:00-05:00
3647,24.84,100,77,0.0,0.35,2023-04-01 06:00:00-05:00
3648,25.95,80,67,0.0,0.18,2023-04-01 07:00:00-05:00
3649,25.34,85,68,0.3,0.14,2023-04-01 08:00:00-05:00
3650,24.89,90,69,0.86,0.14,2023-04-01 09:00:00-05:00
3651,24.76,93,68,1.72,0.11,2023-04-01 10:00:00-05:00
3652,24.76,98,65,2.63,0.03,2023-04-01 11:00:00-05:00
3653,25.39,88,64,3.39,0.0,2023-04-01 12:00:00-05:00
3654,25.86,75,64,3.7,0.0,2023-04-01 13:00:00-05:00
3655,26.24,4,63,3.54,0.0,2023-04-01 14:00:00-05:00
3656,26.56,4,63,2.81,0.0,2023-04-01 15:00:00-05:00
3657,26.6,9,63,1.86,0.0,2023-04-01 16:00:00-05:00
3658,26.49,31,64,0.97,0.0,2023-04-01 17:00:00-05:00
3659,26.17,45,70,0.36,0.0,2023-04-01 18:00:00-05:00
3660,24.04,54,75,0.0,0.0,2023-04-01 19:00:00-05:00
3661,20.66,22,78,0.0,0.0,2023-04-01 20:00:00-05:00
3662,18.97,23,82,0.0,0.0,2023-04-01 21:00:00-05:00
3663,17.67,17,85,0.0,0.0,2023-04-01 22:00:00-05:00
3664,16.29,15,89,0.0,0.0,2023-04-01 23:00:00-05:00
3665,15.98,18,91,0.0,0.0,2023-04-02 00:00:00-05:00
3666,16.43,25,92,0.0,0.0,2023-04-02 01:00:00-05:00
3667,17.24,100,92,0.0,0.0,2023-04-02 02:00:00-05:00
3668,16.84,83,94,0.0,0.0,2023-04-02 03:00:00-05:00
3669,16.52,74,95,0.0,0.0,2023-04-02 04:00:00-05:00
3670,16.5,79,95,0.0,0.0,2023-04-02 05:00:00-05:00
3671,18.45,83,95,0.0,0.0,2023-04-02 06:00:00-05:00
3672,18.46,19,87,0.0,0.0,2023-04-02 07:00:00-05:00
3673,20.19,40,88,0.19,0.05,2023-04-02 08:00:00-05:00
3674,23.63,60,87,0.55,0.37,2023-04-02 09:00:00-05:00
3675,28.33,80,88,1.09,0.65,2023-04-02 10:00:00-05:00
3676,31.82,100,98,1.18,0.92,2023-04-02 11:00:00-05:00
3677,32.97,100,98,1.53,0.77,2023-04-02 12:00:00-05:00
3678,34.34,100,96,1.67,0.11,2023-04-02 13:00:00-05:00
3679,35.06,100,96,1.29,0.08,2023-04-02 14:00:00-05:00
3680,35.22,100,96,1.03,0.08,2023-04-02 15:00:00-05:00
3681,35.29,100,97,0.68,0.05,2023-04-02 16:00:00-05:00
3682,35.22,100,98,0.21,0.1,2023-04-02 17:00:00-05:00
3683,35.11,100,98,0.08,0.39,2023-04-02 18:00:00-05:00
3684,35.06,100,99,0.0,0.65,2023-04-02 19:00:00-05:00
3685,35.22,100,99,0.0,0.56,2023-04-02 20:00:00-05:00
3686,34.81,100,98,0.0,0.56,2023-04-02 21:00:00-05:00
3687,34.81,100,94,0.0,0.52,2023-04-02 22:00:00-05:00
3688,34.93,100,89,0.0,0.52,2023-04-02 23:00:00-05:00
3689,34.83,100,86,0.0,0.39,2023-04-03 00:00:00-05:00
3690,33.24,86,87,0.0,0.0,2023-04-03 01:00:00-05:00
3691,32.32,8,89,0.0,0.0,2023-04-03 02:00:00-05:00
3692,31.14,8,90,0.0,0.0,2023-04-03 03:00:00-05:00
3693,29.98,9,91,0.0,0.0,2023-04-03 04:00:00-05:00
3694,28.87,10,90,0.0,0.0,2023-04-03 05:00:00-05:00
3695,27.84,10,90,0.0,0.0,2023-04-03 06:00:00-05:00
3696,31.6,85,86,0.0,0.0,2023-04-03 07:00:00-05:00
3697,31.17,95,88,0.32,0.0,2023-04-03 08:00:00-05:00
3698,31.68,89,89,0.89,0.0,2023-04-03 09:00:00-05:00
3699,32.47,88,92,1.76,0.0,2023-04-03 10:00:00-05:00
3700,33.17,87,95,2.75,0.0,2023-04-03 11:00:00-05:00
3701,34.12,86,96,3.54,0.0,2023-04-03 12:00:00-05:00
3702,34.65,86,96,3.87,0.03,2023-04-03 13:00:00-05:00
3703,34.57,100,96,2.19,0.32,2023-04-03 14:00:00-05:00
3704,33.03,100,98,1.74,0.22,2023-04-03 15:00:00-05:00
3705,31.12,100,95,1.15,0.35,2023-04-03 16:00:00-05:00
3706,29.66,100,91,0.48,0.35,2023-04-03 17:00:00-05:00
3707,29.53,100,90,0.18,0.35,2023-04-03 18:00:00-05:00
3708,28.94,100,89,0.0,0.16,2023-04-03 19:00:00-05:00
3709,28.67,100,88,0.0,0.18,2023-04-03 20:00:00-05:00
3710,28.56,100,87,0.0,0.2,2023-04-03 21:00:00-05:00
3711,28.47,100,87,0.0,0.24,2023-04-03 22:00:00-05:00
3712,28.17,100,90,0.0,0.24,2023-04-03 23:00:00-05:00
3713,28.0,100,91,0.0,0.24,2023-04-04 00:00:00-05:00
3714,28.09,100,90,0.0,0.16,2023-04-04 01:00:00-05:00
3715,27.97,100,88,0.0,0.11,2023-04-04 02:00:00-05:00
3716,28.17,100,85,0.0,0.12,2023-04-04 03:00:00-05:00
3717,28.15,100,83,0.0,0.16,2023-04-04 04:00:00-05:00
3718,27.88,100,85,0.0,0.16,2023-04-04 05:00:00-05:00
3719,27.43,100,89,0.0,0.2,2023-04-04 06:00:00-05:00
3720,28.58,100,93,0.0,0.4,2023-04-04 07:00:00-05:00
3721,28.26,100,92,0.17,0.32,2023-04-04 08:00:00-05:00
3722,28.13,100,89,0.49,0.29,2023-04-04 09:00:00-05:00
3723,28.0,100,87,0.97,0.58,2023-04-04 10:00:00-05:00
3724,27.43,100,91,1.66,0.75,2023-04-04 11:00:00-05:00
3725,27.7,100,93,2.14,0.8,2023-04-04 12:00:00-05:00
3726,28.0,100,92,2.34,0.58,2023-04-04 13:00:00-05:00
3727,28.13,100,90,1.36,0.7,2023-04-04 14:00:00-05:00
3728,27.86,100,90,1.08,0.82,2023-04-04 15:00:00-05:00
3729,27.7,100,89,0.71,0.97,2023-04-04 16:00:00-05:00
3730,27.81,100,91,0.17,1.0,2023-04-04 17:00:00-05:00
3731,27.81,100,93,0.06,1.0,2023-04-04 18:00:00-05:00
3732,28.02,100,94,0.01,1.0,2023-04-04 19:00:00-05:00
3733,28.42,100,94,0.0,1.0,2023-04-04 20:00:00-05:00
3734,29.17,100,94,0.0,1.0,2023-04-04 21:00:00-05:00
3735,30.47,100,95,0.0,1.0,2023-04-04 22:00:00-05:00
3736,31.89,100,96,0.0,1.0,2023-04-04 23:00:00-05:00
3737,31.78,100,97,0.0,1.0,2023-04-05 00:00:00-05:00
3738,32.07,100,97,0.0,1.0,2023-04-05 01:00:00-05:00
3739,31.73,100,98,0.0,1.0,2023-04-05 02:00:00-05:00
3740,32.13,100,98,0.0,1.0,2023-04-05 03:00:00-05:00
3741,32.29,100,98,0.0,1.0,2023-04-05 04:00:00-05:00
3742,32.32,100,97,0.0,1.0,2023-04-05 05:00:00-05:00
3743,32.41,100,97,0.0,1.0,2023-04-05 06:00:00-05:00
3744,31.69,100,98,0.0,0.94,2023-04-05 07:00:00-05:00
3745,31.93,100,98,0.04,0.99,2023-04-05 08:00:00-05:00
3746,32.32,100,99,0.11,0.99,2023-04-05 09:00:00-05:00
3747,33.48,100,99,0.22,1.0,2023-04-05 10:00:00-05:00
3748,33.96,100,100,0.96,0.99,2023-04-05 11:00:00-05:00
3749,34.32,100,99,1.23,0.79,2023-04-05 12:00:00-05:00
3750,34.63,100,95,1.34,0.03,2023-04-05 13:00:00-05:00
3751,33.42,100,83,2.19,0.0,2023-04-05 14:00:00-05:00
3752,31.82,100,80,1.75,0.01,2023-04-05 15:00:00-05:00
3753,31.91,100,82,1.16,0.03,2023-04-05 16:00:00-05:00
3754,32.04,94,81,0.95,0.03,2023-04-05 17:00:00-05:00
3755,31.12,90,80,0.36,0.02,2023-04-05 18:00:00-05:00
3756,29.41,87,79,0.08,0.0,2023-04-05 19:00:00-05:00
3757,27.68,82,78,0.0,0.0,2023-04-05 20:00:00-05:00
3758,26.46,85,78,0.0,0.0,2023-04-05 21:00:00-05:00
3759,25.59,90,78,0.0,0.0,2023-04-05 22:00:00-05:00
3760,24.64,92,80,0.0,0.0,2023-04-05 23:00:00-05:00
3761,24.08,94,78,0.0,0.0,2023-04-06 00:00:00-05:00
3762,23.43,95,77,0.0,0.08,2023-04-06 01:00:00-05:00
3763,23.04,100,76,0.0,0.15,2023-04-06 02:00:00-05:00
3764,22.71,100,76,0.0,0.15,2023-04-06 03:00:00-05:00
3765,22.78,92,77,0.0,0.15,2023-04-06 04:00:00-05:00
3766,22.69,94,75,0.0,0.15,2023-04-06 05:00:00-05:00
3767,22.48,87,77,0.0,0.15,2023-04-06 06:00:00-05:00
3768,23.52,100,70,0.0,0.2,2023-04-06 07:00:00-05:00
3769,23.2,90,71,0.33,0.27,2023-04-06 08:00:00-05:00
3770,23.05,92,72,0.9,0.22,2023-04-06 09:00:00-05:00
3771,23.18,90,72,1.76,0.27,2023-04-06 10:00:00-05:00
3772,23.67,90,73,2.33,0.27,2023-04-06 11:00:00-05:00
3773,24.49,92,71,2.98,0.27,2023-04-06 12:00:00-05:00
3774,25.66,93,70,3.24,0.32,2023-04-06 13:00:00-05:00
3775,26.71,100,70,2.92,0.32,2023-04-06 14:00:00-05:00
3776,27.68,100,72,2.33,0.32,2023-04-06 15:00:00-05:00
3777,28.63,100,72,1.56,0.32,2023-04-06 16:00:00-05:00
3778,29.1,99,71,0.99,0.28,2023-04-06 17:00:00-05:00
3779,29.01,99,72,0.39,0.24,2023-04-06 18:00:00-05:00
3780,28.15,98,74,0.09,0.0,2023-04-06 19:00:00-05:00
3781,25.88,86,78,0.0,0.0,2023-04-06 20:00:00-05:00
3782,23.52,69,81,0.0,0.0,2023-04-06 21:00:00-05:00
3783,21.97,53,83,0.0,0.0,2023-04-06 22:00:00-05:00
3784,20.91,46,85,0.0,0.0,2023-04-06 23:00:00-05:00
3785,20.21,42,86,0.0,0.0,2023-04-07 00:00:00-05:00
3786,19.45,40,87,0.0,0.0,2023-04-07 01:00:00-05:00
3787,18.52,39,88,0.0,0.0,2023-04-07 02:00:00-05:00
3788,17.35,43,89,0.0,0.0,2023-04-07 03:00:00-05:00
3789,16.32,44,90,0.0,0.0,2023-04-07 04:00:00-05:00
3790,15.6,44,92,0.0,0.0,2023-04-07 05:00:00-05:00
3791,15.26,44,92,0.0,0.0,2023-04-07 06:00:00-05:00
3792,16.32,40,86,0.0,0.0,2023-04-07 07:00:00-05:00
3793,17.94,45,87,0.35,0.0,2023-04-07 08:00:00-05:00
3794,20.35,43,86,0.94,0.0,2023-04-07 09:00:00-05:00
3795,23.11,38,85,1.83,0.0,2023-04-07 10:00:00-05:00
3796,25.84,31,84,2.8,0.0,2023-04-07 11:00:00-05:00
3797,26.78,31,84,3.57,0.0,2023-04-07 12:00:00-05:00
3798,27.77,34,83,3.89,0.0,2023-04-07 13:00:00-05:00
3799,28.63,81,81,3.68,0.0,2023-04-07 14:00:00-05:00
3800,29.41,59,81,2.95,0.0,2023-04-07 15:00:00-05:00
3801,29.95,69,81,1.97,0.0,2023-04-07 16:00:00-05:00
3802,30.33,77,79,1.03,0.0,2023-04-07 17:00:00-05:00
3803,30.24,80,79,0.4,0.0,2023-04-07 18:00:00-05:00
3804,29.86,84,81,0.09,0.0,2023-04-07 19:00:00-05:00
3805,29.73,100,82,0.0,0.0,2023-04-07 20:00:00-05:00
3806,28.35,100,84,0.0,0.0,2023-04-07 21:00:00-05:00
3807,27.9,93,86,0.0,0.0,2023-04-07 22:00:00-05:00
3808,29.1,85,88,0.0,0.0,2023-04-07 23:00:00-05:00
3809,30.76,87,91,0.0,0.0,2023-04-08 00:00:00-05:00
3810,31.1,87,93,0.0,0.0,2023-04-08 01:00:00-05:00
3811,31.62,93,93,0.0,0.0,2023-04-08 02:00:00-05:00
3812,31.77,96,93,0.0,0.0,2023-04-08 03:00:00-05:00
3813,31.75,97,92,0.0,0.0,2023-04-08 04:00:00-05:00
3814,31.51,96,91,0.0,0.0,2023-04-08 05:00:00-05:00
3815,31.51,94,91,0.0,0.0,2023-04-08 06:00:00-05:00
3816,27.77,13,92,0.0,0.0,2023-04-08 07:00:00-05:00
3817,29.08,33,91,0.35,0.0,2023-04-08 08:00:00-05:00
3818,30.49,38,92,0.96,0.0,2023-04-08 09:00:00-05:00
3819,32.04,38,93,1.87,0.0,2023-04-08 10:00:00-05:00
3820,33.62,43,93,3.1,0.0,2023-04-08 11:00:00-05:00
3821,34.0,45,93,3.96,0.0,2023-04-08 12:00:00-05:00
3822,34.3,46,93,4.31,0.0,2023-04-08 13:00:00-05:00
3823,34.5,60,94,4.16,0.0,2023-04-08 14:00:00-05:00
3824,34.63,62,95,3.33,0.0,2023-04-08 15:00:00-05:00
3825,34.74,67,95,2.22,0.0,2023-04-08 16:00:00-05:00
3826,35.24,74,95,1.0,0.0,2023-04-08 17:00:00-05:00
3827,35.89,79,93,0.39,0.0,2023-04-08 18:00:00-05:00
3828,35.94,77,91,0.09,0.0,2023-04-08 19:00:00-05:00
3829,35.8,70,91,0.0,0.0,2023-04-08 20:00:00-05:00
3830,35.1,77,93,0.0,0.0,2023-04-08 21:00:00-05:00
3831,34.11,76,93,0.0,0.0,2023-04-08 22:00:00-05:00
3832,32.45,61,93,0.0,0.0,2023-04-08 23:00:00-05:00
3833,31.8,50,93,0.0,0.0,2023-04-09 00:00:00-05:00
3834,31.24,45,94,0.0,0.0,2023-04-09 01:00:00-05:00
3835,31.06,42,94,0.0,0.0,2023-04-09 02:00:00-05:00
3836,31.06,66,95,0.0,0.0,2023-04-09 03:00:00-05:00
3837,31.66,78,96,0.0,0.0,2023-04-09 04:00:00-05:00
3838,32.99,83,96,0.0,0.0,2023-04-09 05:00:00-05:00
3839,33.93,87,95,0.0,0.0,2023-04-09 06:00:00-05:00
3840,31.75,17,92,0.0,0.0,2023-04-09 07:00:00-05:00
3841,33.51,40,92,0.34,0.0,2023-04-09 08:00:00-05:00
3842,35.28,60,93,0.93,0.0,2023-04-09 09:00:00-05:00
3843,37.6,80,93,1.82,0.0,2023-04-09 10:00:00-05:00
3844,40.82,100,95,2.55,0.0,2023-04-09 11:00:00-05:00
3845,42.48,100,95,3.26,0.0,2023-04-09 12:00:00-05:00
3846,44.04,100,95,3.55,0.09,2023-04-09 13:00:00-05:00
3847,45.41,100,94,2.43,0.45,2023-04-09 14:00:00-05:00
3848,44.28,100,94,1.95,0.75,2023-04-09 15:00:00-05:00
3849,42.94,100,96,1.3,0.75,2023-04-09 16:00:00-05:00
3850,43.38,100,96,0.39,0.72,2023-04-09 17:00:00-05:00
3851,43.54,84,97,0.15,0.72,2023-04-09 18:00:00-05:00
3852,42.6,73,97,0.04,0.1,2023-04-09 19:00:00-05:00
3853,41.07,22,97,0.0,0.08,2023-04-09 20:00:00-05:00
3854,40.46,47,97,0.0,0.14,2023-04-09 21:00:00-05:00
3855,40.17,64,97,0.0,0.24,2023-04-09 22:00:00-05:00
3856,40.69,73,98,0.0,0.31,2023-04-09 23:00:00-05:00
3857,40.24,78,98,0.0,0.31,2023-04-10 00:00:00-05:00
3858,39.56,82,98,0.0,0.0,2023-04-10 01:00:00-05:00
3859,38.91,100,98,0.0,0.0,2023-04-10 02:00:00-05:00
3860,38.62,100,97,0.0,0.0,2023-04-10 03:00:00-05:00
3861,38.71,100,97,0.0,0.0,2023-04-10 04:00:00-05:00
3862,38.25,92,97,0.0,0.0,2023-04-10 05:00:00-05:00
3863,36.7,81,98,0.0,0.0,2023-04-10 06:00:00-05:00
3864,38.39,51,85,0.06,0.0,2023-04-10 07:00:00-05:00
3865,38.28,62,89,0.25,0.0,2023-04-10 08:00:00-05:00
3866,38.52,74,91,0.67,0.0,2023-04-10 09:00:00-05:00
3867,38.97,86,93,1.3,0.0,2023-04-10 10:00:00-05:00
3868,40.26,99,93,3.07,0.0,2023-04-10 11:00:00-05:00
3869,42.13,92,90,3.91,0.0,2023-04-10 12:00:00-05:00
3870,43.63,87,87,4.26,0.0,2023-04-10 13:00:00-05:00
3871,44.89,100,87,3.88,0.0,2023-04-10 14:00:00-05:00
3872,46.04,100,88,3.11,0.0,2023-04-10 15:00:00-05:00
3873,46.67,100,87,2.08,0.0,2023-04-10 16:00:00-05:00
3874,47.28,100,86,1.22,0.0,2023-04-10 17:00:00-05:00
3875,46.38,100,88,0.48,0.0,2023-04-10 18:00:00-05:00
3876,45.0,100,90,0.12,0.0,2023-04-10 19:00:00-05:00
3877,43.93,100,91,0.0,0.0,2023-04-10 20:00:00-05:00
3878,43.83,100,87,0.0,0.0,2023-04-10 21:00:00-05:00
3879,43.95,100,84,0.0,0.0,2023-04-10 22:00:00-05:00
3880,44.08,100,83,0.0,0.0,2023-04-10 23:00:00-05:00
3881,44.17,100,82,0.0,0.0,2023-04-11 00:00:00-05:00
3882,44.85,100,82,0.0,0.0,2023-04-11 01:00:00-05:00
3883,44.87,100,83,0.0,0.0,2023-04-11 02:00:00-05:00
3884,44.65,100,85,0.0,0.0,2023-04-11 03:00:00-05:00
3885,44.08,100,88,0.0,0.0,2023-04-11 04:00:00-05:00
3886,43.23,100,90,0.0,0.0,2023-04-11 05:00:00-05:00
3887,42.35,100,92,0.0,0.0,2023-04-11 06:00:00-05:00
3888,43.77,52,68,0.08,0.0,2023-04-11 07:00:00-05:00
3889,43.21,64,74,0.42,0.0,2023-04-11 08:00:00-05:00
3890,43.02,76,79,1.13,0.0,2023-04-11 09:00:00-05:00
3891,43.61,88,85,2.18,0.0,2023-04-11 10:00:00-05:00
3892,44.96,100,90,3.49,0.0,2023-04-11 11:00:00-05:00
3893,46.35,100,90,4.44,0.0,2023-04-11 12:00:00-05:00
3894,47.28,100,89,4.84,0.0,2023-04-11 13:00:00-05:00
3895,47.8,100,89,4.62,0.0,2023-04-11 14:00:00-05:00
3896,48.49,100,90,3.7,0.0,2023-04-11 15:00:00-05:00
3897,48.15,100,92,2.48,0.0,2023-04-11 16:00:00-05:00
3898,47.61,100,93,1.48,0.0,2023-04-11 17:00:00-05:00
3899,46.63,95,94,0.58,0.0,2023-04-11 18:00:00-05:00
3900,44.46,95,96,0.14,0.0,2023-04-11 19:00:00-05:00
3901,43.57,62,97,0.0,0.0,2023-04-11 20:00:00-05:00
3902,43.84,61,97,0.0,0.0,2023-04-11 21:00:00-05:00
3903,44.94,61,96,0.0,0.0,2023-04-11 22:00:00-05:00
3904,45.18,62,93,0.0,0.0,2023-04-11 23:00:00-05:00
3905,45.21,59,91,0.0,0.0,2023-04-12 00:00:00-05:00
3906,45.0,57,91,0.0,0.0,2023-04-12 01:00:00-05:00
3907,44.71,44,91,0.0,0.0,2023-04-12 02:00:00-05:00
3908,44.78,45,90,0.0,0.0,2023-04-12 03:00:00-05:00
3909,44.64,46,90,0.0,0.0,2023-04-12 04:00:00-05:00
3910,44.44,45,92,0.0,0.0,2023-04-12 05:00:00-05:00
3911,45.03,45,92,0.0,0.0,2023-04-12 06:00:00-05:00
3912,51.93,7,69,0.09,0.0,2023-04-12 07:00:00-05:00
3913,50.56,10,75,0.46,0.0,2023-04-12 08:00:00-05:00
3914,50.09,16,81,1.23,0.0,2023-04-12 09:00:00-05:00
3915,50.54,21,87,2.38,0.0,2023-04-12 10:00:00-05:00
3916,51.6,25,90,4.07,0.0,2023-04-12 11:00:00-05:00
3917,53.31,25,87,5.2,0.0,2023-04-12 12:00:00-05:00
3918,54.54,25,85,5.65,0.0,2023-04-12 13:00:00-05:00
3919,55.44,25,83,5.48,0.0,2023-04-12 14:00:00-05:00
3920,55.62,27,83,4.39,0.0,2023-04-12 15:00:00-05:00
3921,55.35,27,84,2.95,0.0,2023-04-12 16:00:00-05:00
3922,54.59,27,86,1.64,0.0,2023-04-12 17:00:00-05:00
3923,51.08,27,91,0.65,0.0,2023-04-12 18:00:00-05:00
3924,47.37,29,95,0.16,0.0,2023-04-12 19:00:00-05:00
3925,45.39,66,96,0.0,0.0,2023-04-12 20:00:00-05:00
3926,44.83,67,97,0.0,0.0,2023-04-12 21:00:00-05:00
3927,44.19,67,98,0.0,0.0,2023-04-12 22:00:00-05:00
3928,42.76,67,99,0.0,0.0,2023-04-12 23:00:00-05:00
3929,41.31,68,100,0.0,0.0,2023-04-13 00:00:00-05:00
3930,41.18,70,100,0.0,0.0,2023-04-13 01:00:00-05:00
3931,41.16,88,100,0.0,0.0,2023-04-13 02:00:00-05:00
3932,40.93,93,100,0.0,0.0,2023-04-13 03:00:00-05:00
3933,40.53,95,99,0.0,0.0,2023-04-13 04:00:00-05:00
3934,40.77,96,100,0.0,0.0,2023-04-13 05:00:00-05:00
3935,40.37,97,100,0.0,0.0,2023-04-13 06:00:00-05:00
3936,38.17,100,96,0.05,0.06,2023-04-13 07:00:00-05:00
3937,38.23,100,97,0.28,0.31,2023-04-13 08:00:00-05:00
3938,38.19,100,98,0.76,0.43,2023-04-13 09:00:00-05:00
3939,38.21,100,99,1.45,0.39,2023-04-13 10:00:00-05:00
3940,38.34,100,99,1.5,0.39,2023-04-13 11:00:00-05:00
3941,38.39,100,99,1.9,0.39,2023-04-13 12:00:00-05:00
3942,38.64,100,98,2.08,0.27,2023-04-13 13:00:00-05:00
3943,38.48,100,98,2.08,0.01,2023-04-13 14:00:00-05:00
3944,37.89,100,98,1.67,0.0,2023-04-13 15:00:00-05:00
3945,37.33,100,97,1.12,0.0,2023-04-13 16:00:00-05:00
3946,37.17,100,97,0.66,0.0,2023-04-13 17:00:00-05:00
3947,37.13,100,96,0.26,0.0,2023-04-13 18:00:00-05:00
3948,37.09,100,95,0.07,0.0,2023-04-13 19:00:00-05:00
3949,37.24,100,94,0.0,0.0,2023-04-13 20:00:00-05:00
3950,37.26,98,96,0.0,0.0,2023-04-13 21:00:00-05:00
3951,37.33,96,98,0.0,0.0,2023-04-13 22:00:00-05:00
3952,37.06,96,99,0.0,0.0,2023-04-13 23:00:00-05:00
3953,36.88,97,99,0.0,0.0,2023-04-14 00:00:00-05:00
3954,36.75,98,99,0.0,0.0,2023-04-14 01:00:00-05:00
3955,36.82,100,100,0.0,0.0,2023-04-14 02:00:00-05:00
3956,36.99,100,100,0.0,0.02,2023-04-14 03:00:00-05:00
3957,37.45,100,100,0.0,0.01,2023-04-14 04:00:00-05:00
3958,37.83,100,100,0.0,0.01,2023-04-14 05:00:00-05:00
3959,37.81,100,100,0.0,0.01,2023-04-14 06:00:00-05:00
3960,34.72,52,95,0.06,0.0,2023-04-14 07:00:00-05:00
3961,34.93,64,96,0.31,0.0,2023-04-14 08:00:00-05:00
3962,35.37,76,97,0.82,0.0,2023-04-14 09:00:00-05:00
3963,36.39,88,98,1.57,0.0,2023-04-14 10:00:00-05:00
3964,37.53,100,99,2.84,0.0,2023-04-14 11:00:00-05:00
3965,37.89,100,98,3.61,0.0,2023-04-14 12:00:00-05:00
3966,38.68,100,97,3.93,0.0,2023-04-14 13:00:00-05:00
3967,38.89,100,96,3.78,0.0,2023-04-14 14:00:00-05:00
3968,38.57,100,96,3.04,0.0,2023-04-14 15:00:00-05:00
3969,37.96,100,96,2.06,0.0,2023-04-14 16:00:00-05:00
3970,37.13,100,97,1.16,0.24,2023-04-14 17:00:00-05:00
3971,37.71,100,99,0.47,0.32,2023-04-14 18:00:00-05:00
3972,40.84,100,100,0.12,0.8,2023-04-14 19:00:00-05:00
3973,40.62,100,100,0.0,0.92,2023-04-14 20:00:00-05:00
3974,40.59,100,100,0.0,0.96,2023-04-14 21:00:00-05:00
3975,40.98,100,100,0.0,0.76,2023-04-14 22:00:00-05:00
3976,38.95,100,100,0.0,0.96,2023-04-14 23:00:00-05:00
3977,39.88,100,100,0.0,0.96,2023-04-15 00:00:00-05:00
3978,40.66,100,100,0.0,0.68,2023-04-15 01:00:00-05:00
3979,40.08,100,100,0.0,0.72,2023-04-15 02:00:00-05:00
3980,39.58,100,100,0.0,0.8,2023-04-15 03:00:00-05:00
3981,40.57,100,100,0.0,0.8,2023-04-15 04:00:00-05:00
3982,39.18,100,100,0.0,0.96,2023-04-15 05:00:00-05:00
3983,38.39,100,100,0.0,0.96,2023-04-15 06:00:00-05:00
3984,39.31,80,91,0.07,0.14,2023-04-15 07:00:00-05:00
3985,39.74,85,93,0.2,0.13,2023-04-15 08:00:00-05:00
3986,39.72,90,95,0.5,0.08,2023-04-15 09:00:00-05:00
3987,39.67,95,97,0.95,0.4,2023-04-15 10:00:00-05:00
3988,40.57,100,99,0.78,0.48,2023-04-15 11:00:00-05:00
3989,41.31,100,99,0.99,0.68,2023-04-15 12:00:00-05:00
3990,41.31,100,99,1.08,0.94,2023-04-15 13:00:00-05:00
3991,40.35,100,99,0.97,1.0,2023-04-15 14:00:00-05:00
3992,40.14,100,99,0.78,1.0,2023-04-15 15:00:00-05:00
3993,39.78,100,99,0.53,1.0,2023-04-15 16:00:00-05:00
3994,39.22,100,99,0.21,0.8,2023-04-15 17:00:00-05:00
3995,39.45,100,97,0.09,0.8,2023-04-15 18:00:00-05:00
3996,39.45,100,96,0.02,0.0,2023-04-15 19:00:00-05:00
3997,38.77,100,95,0.0,0.0,2023-04-15 20:00:00-05:00
3998,38.19,100,95,0.0,0.0,2023-04-15 21:00:00-05:00
3999,37.33,100,95,0.0,0.0,2023-04-15 22:00:00-05:00
4000,36.59,100,94,0.0,0.0,2023-04-15 23:00:00-05:00
4001,36.12,100,93,0.0,0.0,2023-04-16 00:00:00-05:00
4002,35.64,100,93,0.0,0.0,2023-04-16 01:00:00-05:00
4003,35.19,100,92,0.0,0.04,2023-04-16 02:00:00-05:00
4004,34.74,100,91,0.0,0.16,2023-04-16 03:00:00-05:00
4005,34.47,100,90,0.0,0.52,2023-04-16 04:00:00-05:00
4006,34.05,100,91,0.0,0.74,2023-04-16 05:00:00-05:00
4007,33.51,100,93,0.0,0.86,2023-04-16 06:00:00-05:00
4008,33.15,100,94,0.03,1.0,2023-04-16 07:00:00-05:00
4009,32.83,100,95,0.09,1.0,2023-04-16 08:00:00-05:00
4010,32.41,100,97,0.23,1.0,2023-04-16 09:00:00-05:00
4011,31.87,100,97,0.43,1.0,2023-04-16 10:00:00-05:00
4012,31.24,100,97,0.61,1.0,2023-04-16 11:00:00-05:00
