,Date & Time,Production Difference,Month_sin,Month_cos,Day_sin,Day_cos,Hour_sin,Hour_cos
9901,2023-12-21 16:00:00,1.0,-0.0,100.0,-90.0,-44.0,-87.0,-50.0
9918,2023-12-22 09:00:00,1.0,-0.0,100.0,-97.0,-25.0,71.0,-71.0
9919,2023-12-22 10:00:00,2.0,-0.0,100.0,-97.0,-25.0,50.0,-87.0
9920,2023-12-22 11:00:00,3.0,-0.0,100.0,-97.0,-25.0,26.0,-97.0
9921,2023-12-22 12:00:00,3.0,-0.0,100.0,-97.0,-25.0,0.0,-100.0
9922,2023-12-22 13:00:00,2.0,-0.0,100.0,-97.0,-25.0,-26.0,-97.0
9923,2023-12-22 14:00:00,1.0,-0.0,100.0,-97.0,-25.0,-50.0,-87.0
9924,2023-12-22 15:00:00,1.0,-0.0,100.0,-97.0,-25.0,-71.0,-71.0
9943,2023-12-23 10:00:00,2.0,-0.0,100.0,-100.0,-5.0,50.0,-87.0
9944,2023-12-23 11:00:00,2.0,-0.0,100.0,-100.0,-5.0,26.0,-97.0
9945,2023-12-23 12:00:00,4.0,-0.0,100.0,-100.0,-5.0,0.0,-100.0
9946,2023-12-23 13:00:00,5.0,-0.0,100.0,-100.0,-5.0,-26.0,-97.0
9947,2023-12-23 14:00:00,5.0,-0.0,100.0,-100.0,-5.0,-50.0,-87.0
9948,2023-12-23 15:00:00,2.0,-0.0,100.0,-100.0,-5.0,-71.0,-71.0
9966,2023-12-24 09:00:00,3.0,-0.0,100.0,-99.0,15.0,71.0,-71.0
9967,2023-12-24 10:00:00,3.0,-0.0,100.0,-99.0,15.0,50.0,-87.0
9968,2023-12-24 11:00:00,4.0,-0.0,100.0,-99.0,15.0,26.0,-97.0
9969,2023-12-24 12:00:00,5.0,-0.0,100.0,-99.0,15.0,0.0,-100.0
9970,2023-12-24 13:00:00,4.0,-0.0,100.0,-99.0,15.0,-26.0,-97.0
9971,2023-12-24 14:00:00,3.0,-0.0,100.0,-99.0,15.0,-50.0,-87.0
9972,2023-12-24 15:00:00,1.0,-0.0,100.0,-99.0,15.0,-71.0,-71.0
9991,2023-12-25 10:00:00,1.0,-0.0,100.0,-94.0,35.0,50.0,-87.0
9992,2023-12-25 11:00:00,2.0,-0.0,100.0,-94.0,35.0,26.0,-97.0
9993,2023-12-25 12:00:00,1.0,-0.0,100.0,-94.0,35.0,0.0,-100.0
9994,2023-12-25 13:00:00,1.0,-0.0,100.0,-94.0,35.0,-26.0,-97.0
9995,2023-12-25 14:00:00,1.0,-0.0,100.0,-94.0,35.0,-50.0,-87.0
9996,2023-12-25 15:00:00,1.0,-0.0,100.0,-94.0,35.0,-71.0,-71.0
10016,2023-12-26 11:00:00,1.0,-0.0,100.0,-85.0,53.0,26.0,-97.0
10017,2023-12-26 12:00:00,1.0,-0.0,100.0,-85.0,53.0,0.0,-100.0
10018,2023-12-26 13:00:00,2.0,-0.0,100.0,-85.0,53.0,-26.0,-97.0
10019,2023-12-26 14:00:00,2.0,-0.0,100.0,-85.0,53.0,-50.0,-87.0
10020,2023-12-26 15:00:00,1.0,-0.0,100.0,-85.0,53.0,-71.0,-71.0
10038,2023-12-27 09:00:00,1.0,-0.0,100.0,-73.0,69.0,71.0,-71.0
10039,2023-12-27 10:00:00,4.0,-0.0,100.0,-73.0,69.0,50.0,-87.0
10040,2023-12-27 11:00:00,18.0,-0.0,100.0,-73.0,69.0,26.0,-97.0
10041,2023-12-27 12:00:00,13.0,-0.0,100.0,-73.0,69.0,0.0,-100.0
10042,2023-12-27 13:00:00,12.0,-0.0,100.0,-73.0,69.0,-26.0,-97.0
10043,2023-12-27 14:00:00,6.0,-0.0,100.0,-73.0,69.0,-50.0,-87.0
10044,2023-12-27 15:00:00,4.0,-0.0,100.0,-73.0,69.0,-71.0,-71.0
10045,2023-12-27 16:00:00,2.0,-0.0,100.0,-73.0,69.0,-87.0,-50.0
10062,2023-12-28 09:00:00,1.0,-0.0,100.0,-57.0,82.0,71.0,-71.0
10063,2023-12-28 10:00:00,3.0,-0.0,100.0,-57.0,82.0,50.0,-87.0
10064,2023-12-28 11:00:00,4.0,-0.0,100.0,-57.0,82.0,26.0,-97.0
10065,2023-12-28 12:00:00,8.0,-0.0,100.0,-57.0,82.0,0.0,-100.0
10066,2023-12-28 13:00:00,20.0,-0.0,100.0,-57.0,82.0,-26.0,-97.0
10067,2023-12-28 14:00:00,22.0,-0.0,100.0,-57.0,82.0,-50.0,-87.0
10068,2023-12-28 15:00:00,13.0,-0.0,100.0,-57.0,82.0,-71.0,-71.0
10069,2023-12-28 16:00:00,3.0,-0.0,100.0,-57.0,82.0,-87.0,-50.0
10086,2023-12-29 09:00:00,6.0,-0.0,100.0,-39.0,92.0,71.0,-71.0
10087,2023-12-29 10:00:00,21.0,-0.0,100.0,-39.0,92.0,50.0,-87.0
10088,2023-12-29 11:00:00,27.0,-0.0,100.0,-39.0,92.0,26.0,-97.0
10089,2023-12-29 12:00:00,33.0,-0.0,100.0,-39.0,92.0,0.0,-100.0
10090,2023-12-29 13:00:00,31.0,-0.0,100.0,-39.0,92.0,-26.0,-97.0
10091,2023-12-29 14:00:00,24.0,-0.0,100.0,-39.0,92.0,-50.0,-87.0
10092,2023-12-29 15:00:00,13.0,-0.0,100.0,-39.0,92.0,-71.0,-71.0
10093,2023-12-29 16:00:00,3.0,-0.0,100.0,-39.0,92.0,-87.0,-50.0
10111,2023-12-30 10:00:00,1.0,-0.0,100.0,-20.0,98.0,50.0,-87.0
10112,2023-12-30 11:00:00,2.0,-0.0,100.0,-20.0,98.0,26.0,-97.0
10113,2023-12-30 12:00:00,2.0,-0.0,100.0,-20.0,98.0,0.0,-100.0
10114,2023-12-30 13:00:00,2.0,-0.0,100.0,-20.0,98.0,-26.0,-97.0
10115,2023-12-30 14:00:00,1.0,-0.0,100.0,-20.0,98.0,-50.0,-87.0
10116,2023-12-30 15:00:00,1.0,-0.0,100.0,-20.0,98.0,-71.0,-71.0
10135,2023-12-31 10:00:00,1.0,-0.0,100.0,-0.0,100.0,50.0,-87.0
10136,2023-12-31 11:00:00,2.0,-0.0,100.0,-0.0,100.0,26.0,-97.0
10137,2023-12-31 12:00:00,1.0,-0.0,100.0,-0.0,100.0,0.0,-100.0
10138,2023-12-31 13:00:00,1.0,-0.0,100.0,-0.0,100.0,-26.0,-97.0
10139,2023-12-31 14:00:00,1.0,-0.0,100.0,-0.0,100.0,-50.0,-87.0
10140,2023-12-31 15:00:00,1.0,-0.0,100.0,-0.0,100.0,-71.0,-71.0
10159,2024-01-01 10:00:00,1.0,50.0,87.0,20.0,98.0,50.0,-87.0
10160,2024-01-01 11:00:00,5.0,50.0,87.0,20.0,98.0,26.0,-97.0
10161,2024-01-01 12:00:00,10.0,50.0,87.0,20.0,98.0,0.0,-100.0
10162,2024-01-01 13:00:00,12.0,50.0,87.0,20.0,98.0,-26.0,-97.0
10163,2024-01-01 14:00:00,11.0,50.0,87.0,20.0,98.0,-50.0,-87.0
10164,2024-01-01 15:00:00,6.0,50.0,87.0,20.0,98.0,-71.0,-71.0
10165,2024-01-01 16:00:00,2.0,50.0,87.0,20.0,98.0,-87.0,-50.0
10182,2024-01-02 09:00:00,1.0,50.0,87.0,39.0,92.0,71.0,-71.0
10183,2024-01-02 10:00:00,3.0,50.0,87.0,39.0,92.0,50.0,-87.0
10184,2024-01-02 11:00:00,3.0,50.0,87.0,39.0,92.0,26.0,-97.0
10185,2024-01-02 12:00:00,8.0,50.0,87.0,39.0,92.0,0.0,-100.0
10186,2024-01-02 13:00:00,12.0,50.0,87.0,39.0,92.0,-26.0,-97.0
10187,2024-01-02 14:00:00,5.0,50.0,87.0,39.0,92.0,-50.0,-87.0
10188,2024-01-02 15:00:00,3.0,50.0,87.0,39.0,92.0,-71.0,-71.0
10189,2024-01-02 16:00:00,1.0,50.0,87.0,39.0,92.0,-87.0,-50.0
10207,2024-01-03 10:00:00,1.0,50.0,87.0,57.0,82.0,50.0,-87.0
10208,2024-01-03 11:00:00,4.0,50.0,87.0,57.0,82.0,26.0,-97.0
10209,2024-01-03 12:00:00,5.0,50.0,87.0,57.0,82.0,0.0,-100.0
10210,2024-01-03 13:00:00,4.0,50.0,87.0,57.0,82.0,-26.0,-97.0
10211,2024-01-03 14:00:00,3.0,50.0,87.0,57.0,82.0,-50.0,-87.0
10212,2024-01-03 15:00:00,3.0,50.0,87.0,57.0,82.0,-71.0,-71.0
10213,2024-01-03 16:00:00,1.0,50.0,87.0,57.0,82.0,-87.0,-50.0
10230,2024-01-04 09:00:00,1.0,50.0,87.0,73.0,69.0,71.0,-71.0
10231,2024-01-04 10:00:00,2.0,50.0,87.0,73.0,69.0,50.0,-87.0
10232,2024-01-04 11:00:00,3.0,50.0,87.0,73.0,69.0,26.0,-97.0
10233,2024-01-04 12:00:00,4.0,50.0,87.0,73.0,69.0,0.0,-100.0
10234,2024-01-04 13:00:00,6.0,50.0,87.0,73.0,69.0,-26.0,-97.0
10235,2024-01-04 14:00:00,6.0,50.0,87.0,73.0,69.0,-50.0,-87.0
10236,2024-01-04 15:00:00,6.0,50.0,87.0,73.0,69.0,-71.0,-71.0
10237,2024-01-04 16:00:00,2.0,50.0,87.0,73.0,69.0,-87.0,-50.0
10255,2024-01-05 10:00:00,1.0,50.0,87.0,85.0,53.0,50.0,-87.0
10256,2024-01-05 11:00:00,3.0,50.0,87.0,85.0,53.0,26.0,-97.0
10257,2024-01-05 12:00:00,3.0,50.0,87.0,85.0,53.0,0.0,-100.0
10258,2024-01-05 13:00:00,4.0,50.0,87.0,85.0,53.0,-26.0,-97.0
10259,2024-01-05 14:00:00,2.0,50.0,87.0,85.0,53.0,-50.0,-87.0
10260,2024-01-05 15:00:00,1.0,50.0,87.0,85.0,53.0,-71.0,-71.0
10261,2024-01-05 16:00:00,1.0,50.0,87.0,85.0,53.0,-87.0,-50.0
10449,2024-01-13 12:00:00,1.0,50.0,87.0,49.0,-87.0,0.0,-100.0
10450,2024-01-13 13:00:00,1.0,50.0,87.0,49.0,-87.0,-26.0,-97.0
10451,2024-01-13 14:00:00,1.0,50.0,87.0,49.0,-87.0,-50.0,-87.0
10472,2024-01-14 11:00:00,2.0,50.0,87.0,30.0,-95.0,26.0,-97.0
10473,2024-01-14 12:00:00,1.0,50.0,87.0,30.0,-95.0,0.0,-100.0
10474,2024-01-14 13:00:00,1.0,50.0,87.0,30.0,-95.0,-26.0,-97.0
10475,2024-01-14 14:00:00,1.0,50.0,87.0,30.0,-95.0,-50.0,-87.0
10476,2024-01-14 15:00:00,1.0,50.0,87.0,30.0,-95.0,-71.0,-71.0
10495,2024-01-15 10:00:00,2.0,50.0,87.0,10.0,-99.0,50.0,-87.0
10496,2024-01-15 11:00:00,2.0,50.0,87.0,10.0,-99.0,26.0,-97.0
10497,2024-01-15 12:00:00,2.0,50.0,87.0,10.0,-99.0,0.0,-100.0
10498,2024-01-15 13:00:00,2.0,50.0,87.0,10.0,-99.0,-26.0,-97.0
10499,2024-01-15 14:00:00,2.0,50.0,87.0,10.0,-99.0,-50.0,-87.0
10500,2024-01-15 15:00:00,1.0,50.0,87.0,10.0,-99.0,-71.0,-71.0
10519,2024-01-16 10:00:00,1.0,50.0,87.0,-10.0,-99.0,50.0,-87.0
10520,2024-01-16 11:00:00,1.0,50.0,87.0,-10.0,-99.0,26.0,-97.0
10521,2024-01-16 12:00:00,2.0,50.0,87.0,-10.0,-99.0,0.0,-100.0
10522,2024-01-16 13:00:00,2.0,50.0,87.0,-10.0,-99.0,-26.0,-97.0
10523,2024-01-16 14:00:00,1.0,50.0,87.0,-10.0,-99.0,-50.0,-87.0
10524,2024-01-16 15:00:00,1.0,50.0,87.0,-10.0,-99.0,-71.0,-71.0
10545,2024-01-17 12:00:00,1.0,50.0,87.0,-30.0,-95.0,0.0,-100.0
10546,2024-01-17 13:00:00,1.0,50.0,87.0,-30.0,-95.0,-26.0,-97.0
10548,2024-01-17 15:00:00,1.0,50.0,87.0,-30.0,-95.0,-71.0,-71.0
10569,2024-01-18 12:00:00,1.0,50.0,87.0,-49.0,-87.0,0.0,-100.0
10570,2024-01-18 13:00:00,1.0,50.0,87.0,-49.0,-87.0,-26.0,-97.0
10592,2024-01-19 11:00:00,1.0,50.0,87.0,-65.0,-76.0,26.0,-97.0
10593,2024-01-19 12:00:00,1.0,50.0,87.0,-65.0,-76.0,0.0,-100.0
10615,2024-01-20 10:00:00,1.0,50.0,87.0,-79.0,-61.0,50.0,-87.0
10616,2024-01-20 11:00:00,1.0,50.0,87.0,-79.0,-61.0,26.0,-97.0
10617,2024-01-20 12:00:00,1.0,50.0,87.0,-79.0,-61.0,0.0,-100.0
10618,2024-01-20 13:00:00,1.0,50.0,87.0,-79.0,-61.0,-26.0,-97.0
10619,2024-01-20 14:00:00,1.0,50.0,87.0,-79.0,-61.0,-50.0,-87.0
10620,2024-01-20 15:00:00,1.0,50.0,87.0,-79.0,-61.0,-71.0,-71.0
10639,2024-01-21 10:00:00,2.0,50.0,87.0,-90.0,-44.0,50.0,-87.0
10640,2024-01-21 11:00:00,2.0,50.0,87.0,-90.0,-44.0,26.0,-97.0
10641,2024-01-21 12:00:00,2.0,50.0,87.0,-90.0,-44.0,0.0,-100.0
10642,2024-01-21 13:00:00,3.0,50.0,87.0,-90.0,-44.0,-26.0,-97.0
10643,2024-01-21 14:00:00,5.0,50.0,87.0,-90.0,-44.0,-50.0,-87.0
10644,2024-01-21 15:00:00,3.0,50.0,87.0,-90.0,-44.0,-71.0,-71.0
10645,2024-01-21 16:00:00,1.0,50.0,87.0,-90.0,-44.0,-87.0,-50.0
10663,2024-01-22 10:00:00,2.0,50.0,87.0,-97.0,-25.0,50.0,-87.0
10664,2024-01-22 11:00:00,3.0,50.0,87.0,-97.0,-25.0,26.0,-97.0
10665,2024-01-22 12:00:00,4.0,50.0,87.0,-97.0,-25.0,0.0,-100.0
10666,2024-01-22 13:00:00,4.0,50.0,87.0,-97.0,-25.0,-26.0,-97.0
10667,2024-01-22 14:00:00,4.0,50.0,87.0,-97.0,-25.0,-50.0,-87.0
10668,2024-01-22 15:00:00,4.0,50.0,87.0,-97.0,-25.0,-71.0,-71.0
10669,2024-01-22 16:00:00,2.0,50.0,87.0,-97.0,-25.0,-87.0,-50.0
10687,2024-01-23 10:00:00,1.0,50.0,87.0,-100.0,-5.0,50.0,-87.0
10688,2024-01-23 11:00:00,2.0,50.0,87.0,-100.0,-5.0,26.0,-97.0
10689,2024-01-23 12:00:00,4.0,50.0,87.0,-100.0,-5.0,0.0,-100.0
10690,2024-01-23 13:00:00,4.0,50.0,87.0,-100.0,-5.0,-26.0,-97.0
10691,2024-01-23 14:00:00,4.0,50.0,87.0,-100.0,-5.0,-50.0,-87.0
10692,2024-01-23 15:00:00,3.0,50.0,87.0,-100.0,-5.0,-71.0,-71.0
10693,2024-01-23 16:00:00,1.0,50.0,87.0,-100.0,-5.0,-87.0,-50.0
10710,2024-01-24 09:00:00,1.0,50.0,87.0,-99.0,15.0,71.0,-71.0
10711,2024-01-24 10:00:00,2.0,50.0,87.0,-99.0,15.0,50.0,-87.0
10712,2024-01-24 11:00:00,3.0,50.0,87.0,-99.0,15.0,26.0,-97.0
10713,2024-01-24 12:00:00,7.0,50.0,87.0,-99.0,15.0,0.0,-100.0
10714,2024-01-24 13:00:00,7.0,50.0,87.0,-99.0,15.0,-26.0,-97.0
10715,2024-01-24 14:00:00,5.0,50.0,87.0,-99.0,15.0,-50.0,-87.0
10716,2024-01-24 15:00:00,2.0,50.0,87.0,-99.0,15.0,-71.0,-71.0
10717,2024-01-24 16:00:00,2.0,50.0,87.0,-99.0,15.0,-87.0,-50.0
10734,2024-01-25 09:00:00,1.0,50.0,87.0,-94.0,35.0,71.0,-71.0
10735,2024-01-25 10:00:00,5.0,50.0,87.0,-94.0,35.0,50.0,-87.0
10736,2024-01-25 11:00:00,9.0,50.0,87.0,-94.0,35.0,26.0,-97.0
10737,2024-01-25 12:00:00,7.0,50.0,87.0,-94.0,35.0,0.0,-100.0
10738,2024-01-25 13:00:00,5.0,50.0,87.0,-94.0,35.0,-26.0,-97.0
10739,2024-01-25 14:00:00,3.0,50.0,87.0,-94.0,35.0,-50.0,-87.0
10740,2024-01-25 15:00:00,3.0,50.0,87.0,-94.0,35.0,-71.0,-71.0
10741,2024-01-25 16:00:00,2.0,50.0,87.0,-94.0,35.0,-87.0,-50.0
10758,2024-01-26 09:00:00,1.0,50.0,87.0,-85.0,53.0,71.0,-71.0
10759,2024-01-26 10:00:00,2.0,50.0,87.0,-85.0,53.0,50.0,-87.0
10760,2024-01-26 11:00:00,3.0,50.0,87.0,-85.0,53.0,26.0,-97.0
10761,2024-01-26 12:00:00,7.0,50.0,87.0,-85.0,53.0,0.0,-100.0
10762,2024-01-26 13:00:00,9.0,50.0,87.0,-85.0,53.0,-26.0,-97.0
10763,2024-01-26 14:00:00,9.0,50.0,87.0,-85.0,53.0,-50.0,-87.0
10764,2024-01-26 15:00:00,5.0,50.0,87.0,-85.0,53.0,-71.0,-71.0
10765,2024-01-26 16:00:00,3.0,50.0,87.0,-85.0,53.0,-87.0,-50.0
10766,2024-01-26 17:00:00,1.0,50.0,87.0,-85.0,53.0,-97.0,-26.0
10782,2024-01-27 09:00:00,1.0,50.0,87.0,-73.0,69.0,71.0,-71.0
10783,2024-01-27 10:00:00,3.0,50.0,87.0,-73.0,69.0,50.0,-87.0
10784,2024-01-27 11:00:00,4.0,50.0,87.0,-73.0,69.0,26.0,-97.0
10785,2024-01-27 12:00:00,4.0,50.0,87.0,-73.0,69.0,0.0,-100.0
10786,2024-01-27 13:00:00,5.0,50.0,87.0,-73.0,69.0,-26.0,-97.0
10787,2024-01-27 14:00:00,4.0,50.0,87.0,-73.0,69.0,-50.0,-87.0
10788,2024-01-27 15:00:00,3.0,50.0,87.0,-73.0,69.0,-71.0,-71.0
10789,2024-01-27 16:00:00,1.0,50.0,87.0,-73.0,69.0,-87.0,-50.0
10806,2024-01-28 09:00:00,1.0,50.0,87.0,-57.0,82.0,71.0,-71.0
10807,2024-01-28 10:00:00,2.0,50.0,87.0,-57.0,82.0,50.0,-87.0
10808,2024-01-28 11:00:00,4.0,50.0,87.0,-57.0,82.0,26.0,-97.0
10809,2024-01-28 12:00:00,9.0,50.0,87.0,-57.0,82.0,0.0,-100.0
10810,2024-01-28 13:00:00,31.0,50.0,87.0,-57.0,82.0,-26.0,-97.0
10811,2024-01-28 14:00:00,30.0,50.0,87.0,-57.0,82.0,-50.0,-87.0
10812,2024-01-28 15:00:00,20.0,50.0,87.0,-57.0,82.0,-71.0,-71.0
10813,2024-01-28 16:00:00,8.0,50.0,87.0,-57.0,82.0,-87.0,-50.0
10814,2024-01-28 17:00:00,1.0,50.0,87.0,-57.0,82.0,-97.0,-26.0
10830,2024-01-29 09:00:00,2.0,50.0,87.0,-39.0,92.0,71.0,-71.0
10831,2024-01-29 10:00:00,6.0,50.0,87.0,-39.0,92.0,50.0,-87.0
10832,2024-01-29 11:00:00,9.0,50.0,87.0,-39.0,92.0,26.0,-97.0
10833,2024-01-29 12:00:00,14.0,50.0,87.0,-39.0,92.0,0.0,-100.0
10834,2024-01-29 13:00:00,8.0,50.0,87.0,-39.0,92.0,-26.0,-97.0
10835,2024-01-29 14:00:00,9.0,50.0,87.0,-39.0,92.0,-50.0,-87.0
10836,2024-01-29 15:00:00,5.0,50.0,87.0,-39.0,92.0,-71.0,-71.0
10837,2024-01-29 16:00:00,2.0,50.0,87.0,-39.0,92.0,-87.0,-50.0
10854,2024-01-30 09:00:00,1.0,50.0,87.0,-20.0,98.0,71.0,-71.0
10855,2024-01-30 10:00:00,2.0,50.0,87.0,-20.0,98.0,50.0,-87.0
10856,2024-01-30 11:00:00,4.0,50.0,87.0,-20.0,98.0,26.0,-97.0
10857,2024-01-30 12:00:00,3.0,50.0,87.0,-20.0,98.0,0.0,-100.0
10858,2024-01-30 13:00:00,4.0,50.0,87.0,-20.0,98.0,-26.0,-97.0
10859,2024-01-30 14:00:00,5.0,50.0,87.0,-20.0,98.0,-50.0,-87.0
10860,2024-01-30 15:00:00,4.0,50.0,87.0,-20.0,98.0,-71.0,-71.0
10861,2024-01-30 16:00:00,2.0,50.0,87.0,-20.0,98.0,-87.0,-50.0
10862,2024-01-30 17:00:00,1.0,50.0,87.0,-20.0,98.0,-97.0,-26.0
10878,2024-01-31 09:00:00,2.0,50.0,87.0,-0.0,100.0,71.0,-71.0
10879,2024-01-31 10:00:00,5.0,50.0,87.0,-0.0,100.0,50.0,-87.0
10880,2024-01-31 11:00:00,6.0,50.0,87.0,-0.0,100.0,26.0,-97.0
10881,2024-01-31 12:00:00,10.0,50.0,87.0,-0.0,100.0,0.0,-100.0
10882,2024-01-31 13:00:00,28.0,50.0,87.0,-0.0,100.0,-26.0,-97.0
10883,2024-01-31 14:00:00,31.0,50.0,87.0,-0.0,100.0,-50.0,-87.0
10884,2024-01-31 15:00:00,21.0,50.0,87.0,-0.0,100.0,-71.0,-71.0
10885,2024-01-31 16:00:00,10.0,50.0,87.0,-0.0,100.0,-87.0,-50.0
10886,2024-01-31 17:00:00,2.0,50.0,87.0,-0.0,100.0,-97.0,-26.0
10901,2024-02-01 08:00:00,1.0,87.0,50.0,20.0,98.0,87.0,-50.0
10902,2024-02-01 09:00:00,6.0,87.0,50.0,20.0,98.0,71.0,-71.0
10903,2024-02-01 10:00:00,4.0,87.0,50.0,20.0,98.0,50.0,-87.0
10904,2024-02-01 11:00:00,5.0,87.0,50.0,20.0,98.0,26.0,-97.0
10905,2024-02-01 12:00:00,6.0,87.0,50.0,20.0,98.0,0.0,-100.0
10906,2024-02-01 13:00:00,5.0,87.0,50.0,20.0,98.0,-26.0,-97.0
10907,2024-02-01 14:00:00,5.0,87.0,50.0,20.0,98.0,-50.0,-87.0
10908,2024-02-01 15:00:00,6.0,87.0,50.0,20.0,98.0,-71.0,-71.0
10909,2024-02-01 16:00:00,5.0,87.0,50.0,20.0,98.0,-87.0,-50.0
10910,2024-02-01 17:00:00,1.0,87.0,50.0,20.0,98.0,-97.0,-26.0
10926,2024-02-02 09:00:00,1.0,87.0,50.0,39.0,92.0,71.0,-71.0
10927,2024-02-02 10:00:00,13.0,87.0,50.0,39.0,92.0,50.0,-87.0
10928,2024-02-02 11:00:00,34.0,87.0,50.0,39.0,92.0,26.0,-97.0
10929,2024-02-02 12:00:00,42.0,87.0,50.0,39.0,92.0,0.0,-100.0
10930,2024-02-02 13:00:00,39.0,87.0,50.0,39.0,92.0,-26.0,-97.0
10931,2024-02-02 14:00:00,32.0,87.0,50.0,39.0,92.0,-50.0,-87.0
10932,2024-02-02 15:00:00,22.0,87.0,50.0,39.0,92.0,-71.0,-71.0
10933,2024-02-02 16:00:00,10.0,87.0,50.0,39.0,92.0,-87.0,-50.0
10934,2024-02-02 17:00:00,1.0,87.0,50.0,39.0,92.0,-97.0,-26.0
10950,2024-02-03 09:00:00,3.0,87.0,50.0,57.0,82.0,71.0,-71.0
10951,2024-02-03 10:00:00,5.0,87.0,50.0,57.0,82.0,50.0,-87.0
10952,2024-02-03 11:00:00,8.0,87.0,50.0,57.0,82.0,26.0,-97.0
10953,2024-02-03 12:00:00,12.0,87.0,50.0,57.0,82.0,0.0,-100.0
10954,2024-02-03 13:00:00,16.0,87.0,50.0,57.0,82.0,-26.0,-97.0
10955,2024-02-03 14:00:00,32.0,87.0,50.0,57.0,82.0,-50.0,-87.0
10956,2024-02-03 15:00:00,22.0,87.0,50.0,57.0,82.0,-71.0,-71.0
10957,2024-02-03 16:00:00,10.0,87.0,50.0,57.0,82.0,-87.0,-50.0
10958,2024-02-03 17:00:00,2.0,87.0,50.0,57.0,82.0,-97.0,-26.0
10973,2024-02-04 08:00:00,1.0,87.0,50.0,73.0,69.0,87.0,-50.0
10974,2024-02-04 09:00:00,10.0,87.0,50.0,73.0,69.0,71.0,-71.0
10975,2024-02-04 10:00:00,27.0,87.0,50.0,73.0,69.0,50.0,-87.0
10976,2024-02-04 11:00:00,37.0,87.0,50.0,73.0,69.0,26.0,-97.0
10977,2024-02-04 12:00:00,40.0,87.0,50.0,73.0,69.0,0.0,-100.0
10978,2024-02-04 13:00:00,38.0,87.0,50.0,73.0,69.0,-26.0,-97.0
10979,2024-02-04 14:00:00,32.0,87.0,50.0,73.0,69.0,-50.0,-87.0
10980,2024-02-04 15:00:00,22.0,87.0,50.0,73.0,69.0,-71.0,-71.0
10981,2024-02-04 16:00:00,10.0,87.0,50.0,73.0,69.0,-87.0,-50.0
10982,2024-02-04 17:00:00,1.0,87.0,50.0,73.0,69.0,-97.0,-26.0
10998,2024-02-05 09:00:00,3.0,87.0,50.0,85.0,53.0,71.0,-71.0
10999,2024-02-05 10:00:00,8.0,87.0,50.0,85.0,53.0,50.0,-87.0
11000,2024-02-05 11:00:00,12.0,87.0,50.0,85.0,53.0,26.0,-97.0
11001,2024-02-05 12:00:00,14.0,87.0,50.0,85.0,53.0,0.0,-100.0
11002,2024-02-05 13:00:00,23.0,87.0,50.0,85.0,53.0,-26.0,-97.0
11003,2024-02-05 14:00:00,21.0,87.0,50.0,85.0,53.0,-50.0,-87.0
11004,2024-02-05 15:00:00,12.0,87.0,50.0,85.0,53.0,-71.0,-71.0
11005,2024-02-05 16:00:00,6.0,87.0,50.0,85.0,53.0,-87.0,-50.0
11006,2024-02-05 17:00:00,2.0,87.0,50.0,85.0,53.0,-97.0,-26.0
11021,2024-02-06 08:00:00,1.0,87.0,50.0,94.0,35.0,87.0,-50.0
11022,2024-02-06 09:00:00,5.0,87.0,50.0,94.0,35.0,71.0,-71.0
11023,2024-02-06 10:00:00,7.0,87.0,50.0,94.0,35.0,50.0,-87.0
11024,2024-02-06 11:00:00,5.0,87.0,50.0,94.0,35.0,26.0,-97.0
11025,2024-02-06 12:00:00,9.0,87.0,50.0,94.0,35.0,0.0,-100.0
11026,2024-02-06 13:00:00,9.0,87.0,50.0,94.0,35.0,-26.0,-97.0
11027,2024-02-06 14:00:00,10.0,87.0,50.0,94.0,35.0,-50.0,-87.0
11028,2024-02-06 15:00:00,8.0,87.0,50.0,94.0,35.0,-71.0,-71.0
11029,2024-02-06 16:00:00,5.0,87.0,50.0,94.0,35.0,-87.0,-50.0
11030,2024-02-06 17:00:00,1.0,87.0,50.0,94.0,35.0,-97.0,-26.0
11045,2024-02-07 08:00:00,1.0,87.0,50.0,99.0,15.0,87.0,-50.0
11046,2024-02-07 09:00:00,5.0,87.0,50.0,99.0,15.0,71.0,-71.0
11047,2024-02-07 10:00:00,8.0,87.0,50.0,99.0,15.0,50.0,-87.0
11048,2024-02-07 11:00:00,10.0,87.0,50.0,99.0,15.0,26.0,-97.0
11049,2024-02-07 12:00:00,20.0,87.0,50.0,99.0,15.0,0.0,-100.0
11050,2024-02-07 13:00:00,12.0,87.0,50.0,99.0,15.0,-26.0,-97.0
11051,2024-02-07 14:00:00,8.0,87.0,50.0,99.0,15.0,-50.0,-87.0
11052,2024-02-07 15:00:00,7.0,87.0,50.0,99.0,15.0,-71.0,-71.0
11053,2024-02-07 16:00:00,1.0,87.0,50.0,99.0,15.0,-87.0,-50.0
11054,2024-02-07 17:00:00,1.0,87.0,50.0,99.0,15.0,-97.0,-26.0
11070,2024-02-08 09:00:00,6.0,87.0,50.0,100.0,-5.0,71.0,-71.0
11071,2024-02-08 10:00:00,5.0,87.0,50.0,100.0,-5.0,50.0,-87.0
11072,2024-02-08 11:00:00,7.0,87.0,50.0,100.0,-5.0,26.0,-97.0
11073,2024-02-08 12:00:00,9.0,87.0,50.0,100.0,-5.0,0.0,-100.0
11074,2024-02-08 13:00:00,17.0,87.0,50.0,100.0,-5.0,-26.0,-97.0
