,Date & Time,Production Difference,Month_sin,Month_cos,Day_sin,Day_cos,Hour_sin,Hour_cos
9033,2023-11-15 12:00:00,38.0,-50.0,87.0,10.0,-99.0,0.0,-100.0
9034,2023-11-15 13:00:00,34.0,-50.0,87.0,10.0,-99.0,-26.0,-97.0
9035,2023-11-15 14:00:00,25.0,-50.0,87.0,10.0,-99.0,-50.0,-87.0
9036,2023-11-15 15:00:00,14.0,-50.0,87.0,10.0,-99.0,-71.0,-71.0
9037,2023-11-15 16:00:00,3.0,-50.0,87.0,10.0,-99.0,-87.0,-50.0
9053,2023-11-16 08:00:00,1.0,-50.0,87.0,-10.0,-99.0,87.0,-50.0
9054,2023-11-16 09:00:00,4.0,-50.0,87.0,-10.0,-99.0,71.0,-71.0
9055,2023-11-16 10:00:00,13.0,-50.0,87.0,-10.0,-99.0,50.0,-87.0
9056,2023-11-16 11:00:00,25.0,-50.0,87.0,-10.0,-99.0,26.0,-97.0
9057,2023-11-16 12:00:00,32.0,-50.0,87.0,-10.0,-99.0,0.0,-100.0
9058,2023-11-16 13:00:00,22.0,-50.0,87.0,-10.0,-99.0,-26.0,-97.0
9059,2023-11-16 14:00:00,13.0,-50.0,87.0,-10.0,-99.0,-50.0,-87.0
9060,2023-11-16 15:00:00,7.0,-50.0,87.0,-10.0,-99.0,-71.0,-71.0
9077,2023-11-17 08:00:00,3.0,-50.0,87.0,-30.0,-95.0,87.0,-50.0
9078,2023-11-17 09:00:00,6.0,-50.0,87.0,-30.0,-95.0,71.0,-71.0
9079,2023-11-17 10:00:00,10.0,-50.0,87.0,-30.0,-95.0,50.0,-87.0
9080,2023-11-17 11:00:00,20.0,-50.0,87.0,-30.0,-95.0,26.0,-97.0
9081,2023-11-17 12:00:00,22.0,-50.0,87.0,-30.0,-95.0,0.0,-100.0
9082,2023-11-17 13:00:00,18.0,-50.0,87.0,-30.0,-95.0,-26.0,-97.0
9083,2023-11-17 14:00:00,26.0,-50.0,87.0,-30.0,-95.0,-50.0,-87.0
9084,2023-11-17 15:00:00,8.0,-50.0,87.0,-30.0,-95.0,-71.0,-71.0
9085,2023-11-17 16:00:00,3.0,-50.0,87.0,-30.0,-95.0,-87.0,-50.0
9101,2023-11-18 08:00:00,2.0,-50.0,87.0,-49.0,-87.0,87.0,-50.0
9102,2023-11-18 09:00:00,17.0,-50.0,87.0,-49.0,-87.0,71.0,-71.0
9103,2023-11-18 10:00:00,27.0,-50.0,87.0,-49.0,-87.0,50.0,-87.0
9104,2023-11-18 11:00:00,36.0,-50.0,87.0,-49.0,-87.0,26.0,-97.0
9105,2023-11-18 12:00:00,37.0,-50.0,87.0,-49.0,-87.0,0.0,-100.0
9106,2023-11-18 13:00:00,32.0,-50.0,87.0,-49.0,-87.0,-26.0,-97.0
9107,2023-11-18 14:00:00,24.0,-50.0,87.0,-49.0,-87.0,-50.0,-87.0
9108,2023-11-18 15:00:00,13.0,-50.0,87.0,-49.0,-87.0,-71.0,-71.0
9109,2023-11-18 16:00:00,4.0,-50.0,87.0,-49.0,-87.0,-87.0,-50.0
9125,2023-11-19 08:00:00,2.0,-50.0,87.0,-65.0,-76.0,87.0,-50.0
9126,2023-11-19 09:00:00,17.0,-50.0,87.0,-65.0,-76.0,71.0,-71.0
9127,2023-11-19 10:00:00,27.0,-50.0,87.0,-65.0,-76.0,50.0,-87.0
9128,2023-11-19 11:00:00,35.0,-50.0,87.0,-65.0,-76.0,26.0,-97.0
9129,2023-11-19 12:00:00,36.0,-50.0,87.0,-65.0,-76.0,0.0,-100.0
9130,2023-11-19 13:00:00,32.0,-50.0,87.0,-65.0,-76.0,-26.0,-97.0
9131,2023-11-19 14:00:00,24.0,-50.0,87.0,-65.0,-76.0,-50.0,-87.0
9132,2023-11-19 15:00:00,13.0,-50.0,87.0,-65.0,-76.0,-71.0,-71.0
9133,2023-11-19 16:00:00,3.0,-50.0,87.0,-65.0,-76.0,-87.0,-50.0
9149,2023-11-20 08:00:00,1.0,-50.0,87.0,-79.0,-61.0,87.0,-50.0
9150,2023-11-20 09:00:00,5.0,-50.0,87.0,-79.0,-61.0,71.0,-71.0
9151,2023-11-20 10:00:00,9.0,-50.0,87.0,-79.0,-61.0,50.0,-87.0
9152,2023-11-20 11:00:00,15.0,-50.0,87.0,-79.0,-61.0,26.0,-97.0
9153,2023-11-20 12:00:00,12.0,-50.0,87.0,-79.0,-61.0,0.0,-100.0
9154,2023-11-20 13:00:00,9.0,-50.0,87.0,-79.0,-61.0,-26.0,-97.0
9155,2023-11-20 14:00:00,8.0,-50.0,87.0,-79.0,-61.0,-50.0,-87.0
9156,2023-11-20 15:00:00,5.0,-50.0,87.0,-79.0,-61.0,-71.0,-71.0
9157,2023-11-20 16:00:00,2.0,-50.0,87.0,-79.0,-61.0,-87.0,-50.0
9174,2023-11-21 09:00:00,2.0,-50.0,87.0,-90.0,-44.0,71.0,-71.0
9175,2023-11-21 10:00:00,3.0,-50.0,87.0,-90.0,-44.0,50.0,-87.0
9176,2023-11-21 11:00:00,3.0,-50.0,87.0,-90.0,-44.0,26.0,-97.0
9177,2023-11-21 12:00:00,4.0,-50.0,87.0,-90.0,-44.0,0.0,-100.0
9178,2023-11-21 13:00:00,7.0,-50.0,87.0,-90.0,-44.0,-26.0,-97.0
9179,2023-11-21 14:00:00,6.0,-50.0,87.0,-90.0,-44.0,-50.0,-87.0
9180,2023-11-21 15:00:00,6.0,-50.0,87.0,-90.0,-44.0,-71.0,-71.0
9181,2023-11-21 16:00:00,2.0,-50.0,87.0,-90.0,-44.0,-87.0,-50.0
9197,2023-11-22 08:00:00,1.0,-50.0,87.0,-97.0,-25.0,87.0,-50.0
9198,2023-11-22 09:00:00,12.0,-50.0,87.0,-97.0,-25.0,71.0,-71.0
9199,2023-11-22 10:00:00,20.0,-50.0,87.0,-97.0,-25.0,50.0,-87.0
9200,2023-11-22 11:00:00,34.0,-50.0,87.0,-97.0,-25.0,26.0,-97.0
9201,2023-11-22 12:00:00,27.0,-50.0,87.0,-97.0,-25.0,0.0,-100.0
9202,2023-11-22 13:00:00,27.0,-50.0,87.0,-97.0,-25.0,-26.0,-97.0
9203,2023-11-22 14:00:00,14.0,-50.0,87.0,-97.0,-25.0,-50.0,-87.0
9204,2023-11-22 15:00:00,5.0,-50.0,87.0,-97.0,-25.0,-71.0,-71.0
9205,2023-11-22 16:00:00,2.0,-50.0,87.0,-97.0,-25.0,-87.0,-50.0
9221,2023-11-23 08:00:00,1.0,-50.0,87.0,-100.0,-5.0,87.0,-50.0
9222,2023-11-23 09:00:00,16.0,-50.0,87.0,-100.0,-5.0,71.0,-71.0
9223,2023-11-23 10:00:00,28.0,-50.0,87.0,-100.0,-5.0,50.0,-87.0
9224,2023-11-23 11:00:00,36.0,-50.0,87.0,-100.0,-5.0,26.0,-97.0
9225,2023-11-23 12:00:00,39.0,-50.0,87.0,-100.0,-5.0,0.0,-100.0
9226,2023-11-23 13:00:00,34.0,-50.0,87.0,-100.0,-5.0,-26.0,-97.0
9227,2023-11-23 14:00:00,25.0,-50.0,87.0,-100.0,-5.0,-50.0,-87.0
9228,2023-11-23 15:00:00,13.0,-50.0,87.0,-100.0,-5.0,-71.0,-71.0
9229,2023-11-23 16:00:00,3.0,-50.0,87.0,-100.0,-5.0,-87.0,-50.0
9245,2023-11-24 08:00:00,1.0,-50.0,87.0,-99.0,15.0,87.0,-50.0
9246,2023-11-24 09:00:00,15.0,-50.0,87.0,-99.0,15.0,71.0,-71.0
9247,2023-11-24 10:00:00,27.0,-50.0,87.0,-99.0,15.0,50.0,-87.0
9248,2023-11-24 11:00:00,35.0,-50.0,87.0,-99.0,15.0,26.0,-97.0
9249,2023-11-24 12:00:00,38.0,-50.0,87.0,-99.0,15.0,0.0,-100.0
9250,2023-11-24 13:00:00,33.0,-50.0,87.0,-99.0,15.0,-26.0,-97.0
9251,2023-11-24 14:00:00,25.0,-50.0,87.0,-99.0,15.0,-50.0,-87.0
9252,2023-11-24 15:00:00,13.0,-50.0,87.0,-99.0,15.0,-71.0,-71.0
9253,2023-11-24 16:00:00,3.0,-50.0,87.0,-99.0,15.0,-87.0,-50.0
9269,2023-11-25 08:00:00,1.0,-50.0,87.0,-94.0,35.0,87.0,-50.0
9270,2023-11-25 09:00:00,5.0,-50.0,87.0,-94.0,35.0,71.0,-71.0
9271,2023-11-25 10:00:00,8.0,-50.0,87.0,-94.0,35.0,50.0,-87.0
9272,2023-11-25 11:00:00,12.0,-50.0,87.0,-94.0,35.0,26.0,-97.0
9273,2023-11-25 12:00:00,14.0,-50.0,87.0,-94.0,35.0,0.0,-100.0
9274,2023-11-25 13:00:00,14.0,-50.0,87.0,-94.0,35.0,-26.0,-97.0
9275,2023-11-25 14:00:00,12.0,-50.0,87.0,-94.0,35.0,-50.0,-87.0
9276,2023-11-25 15:00:00,5.0,-50.0,87.0,-94.0,35.0,-71.0,-71.0
9277,2023-11-25 16:00:00,2.0,-50.0,87.0,-94.0,35.0,-87.0,-50.0
9294,2023-11-26 09:00:00,1.0,-50.0,87.0,-85.0,53.0,71.0,-71.0
9295,2023-11-26 10:00:00,5.0,-50.0,87.0,-85.0,53.0,50.0,-87.0
9296,2023-11-26 11:00:00,6.0,-50.0,87.0,-85.0,53.0,26.0,-97.0
9297,2023-11-26 12:00:00,8.0,-50.0,87.0,-85.0,53.0,0.0,-100.0
9298,2023-11-26 13:00:00,9.0,-50.0,87.0,-85.0,53.0,-26.0,-97.0
9299,2023-11-26 14:00:00,5.0,-50.0,87.0,-85.0,53.0,-50.0,-87.0
9300,2023-11-26 15:00:00,2.0,-50.0,87.0,-85.0,53.0,-71.0,-71.0
9301,2023-11-26 16:00:00,1.0,-50.0,87.0,-85.0,53.0,-87.0,-50.0
9318,2023-11-27 09:00:00,3.0,-50.0,87.0,-73.0,69.0,71.0,-71.0
9319,2023-11-27 10:00:00,5.0,-50.0,87.0,-73.0,69.0,50.0,-87.0
9320,2023-11-27 11:00:00,7.0,-50.0,87.0,-73.0,69.0,26.0,-97.0
9321,2023-11-27 12:00:00,11.0,-50.0,87.0,-73.0,69.0,0.0,-100.0
9322,2023-11-27 13:00:00,9.0,-50.0,87.0,-73.0,69.0,-26.0,-97.0
9323,2023-11-27 14:00:00,8.0,-50.0,87.0,-73.0,69.0,-50.0,-87.0
9324,2023-11-27 15:00:00,4.0,-50.0,87.0,-73.0,69.0,-71.0,-71.0
9325,2023-11-27 16:00:00,2.0,-50.0,87.0,-73.0,69.0,-87.0,-50.0
9341,2023-11-28 08:00:00,1.0,-50.0,87.0,-57.0,82.0,87.0,-50.0
9342,2023-11-28 09:00:00,5.0,-50.0,87.0,-57.0,82.0,71.0,-71.0
9343,2023-11-28 10:00:00,14.0,-50.0,87.0,-57.0,82.0,50.0,-87.0
9344,2023-11-28 11:00:00,23.0,-50.0,87.0,-57.0,82.0,26.0,-97.0
9345,2023-11-28 12:00:00,19.0,-50.0,87.0,-57.0,82.0,0.0,-100.0
9346,2023-11-28 13:00:00,16.0,-50.0,87.0,-57.0,82.0,-26.0,-97.0
9347,2023-11-28 14:00:00,16.0,-50.0,87.0,-57.0,82.0,-50.0,-87.0
9348,2023-11-28 15:00:00,7.0,-50.0,87.0,-57.0,82.0,-71.0,-71.0
9349,2023-11-28 16:00:00,2.0,-50.0,87.0,-57.0,82.0,-87.0,-50.0
9365,2023-11-29 08:00:00,1.0,-50.0,87.0,-39.0,92.0,87.0,-50.0
9366,2023-11-29 09:00:00,12.0,-50.0,87.0,-39.0,92.0,71.0,-71.0
9367,2023-11-29 10:00:00,24.0,-50.0,87.0,-39.0,92.0,50.0,-87.0
9368,2023-11-29 11:00:00,32.0,-50.0,87.0,-39.0,92.0,26.0,-97.0
9369,2023-11-29 12:00:00,35.0,-50.0,87.0,-39.0,92.0,0.0,-100.0
9370,2023-11-29 13:00:00,22.0,-50.0,87.0,-39.0,92.0,-26.0,-97.0
9371,2023-11-29 14:00:00,16.0,-50.0,87.0,-39.0,92.0,-50.0,-87.0
9372,2023-11-29 15:00:00,12.0,-50.0,87.0,-39.0,92.0,-71.0,-71.0
9373,2023-11-29 16:00:00,2.0,-50.0,87.0,-39.0,92.0,-87.0,-50.0
9390,2023-11-30 09:00:00,10.0,-50.0,87.0,-20.0,98.0,71.0,-71.0
9391,2023-11-30 10:00:00,25.0,-50.0,87.0,-20.0,98.0,50.0,-87.0
9392,2023-11-30 11:00:00,32.0,-50.0,87.0,-20.0,98.0,26.0,-97.0
9393,2023-11-30 12:00:00,36.0,-50.0,87.0,-20.0,98.0,0.0,-100.0
9394,2023-11-30 13:00:00,32.0,-50.0,87.0,-20.0,98.0,-26.0,-97.0
9395,2023-11-30 14:00:00,22.0,-50.0,87.0,-20.0,98.0,-50.0,-87.0
9396,2023-11-30 15:00:00,8.0,-50.0,87.0,-20.0,98.0,-71.0,-71.0
9397,2023-11-30 16:00:00,2.0,-50.0,87.0,-20.0,98.0,-87.0,-50.0
9414,2023-12-01 09:00:00,11.0,-0.0,100.0,20.0,98.0,71.0,-71.0
9415,2023-12-01 10:00:00,22.0,-0.0,100.0,20.0,98.0,50.0,-87.0
9416,2023-12-01 11:00:00,31.0,-0.0,100.0,20.0,98.0,26.0,-97.0
9417,2023-12-01 12:00:00,35.0,-0.0,100.0,20.0,98.0,0.0,-100.0
9418,2023-12-01 13:00:00,32.0,-0.0,100.0,20.0,98.0,-26.0,-97.0
9419,2023-12-01 14:00:00,23.0,-0.0,100.0,20.0,98.0,-50.0,-87.0
9420,2023-12-01 15:00:00,9.0,-0.0,100.0,20.0,98.0,-71.0,-71.0
9421,2023-12-01 16:00:00,3.0,-0.0,100.0,20.0,98.0,-87.0,-50.0
9438,2023-12-02 09:00:00,7.0,-0.0,100.0,39.0,92.0,71.0,-71.0
9439,2023-12-02 10:00:00,19.0,-0.0,100.0,39.0,92.0,50.0,-87.0
9440,2023-12-02 11:00:00,24.0,-0.0,100.0,39.0,92.0,26.0,-97.0
9441,2023-12-02 12:00:00,28.0,-0.0,100.0,39.0,92.0,0.0,-100.0
9442,2023-12-02 13:00:00,21.0,-0.0,100.0,39.0,92.0,-26.0,-97.0
9443,2023-12-02 14:00:00,21.0,-0.0,100.0,39.0,92.0,-50.0,-87.0
9444,2023-12-02 15:00:00,13.0,-0.0,100.0,39.0,92.0,-71.0,-71.0
9445,2023-12-02 16:00:00,3.0,-0.0,100.0,39.0,92.0,-87.0,-50.0
9462,2023-12-03 09:00:00,3.0,-0.0,100.0,57.0,82.0,71.0,-71.0
9463,2023-12-03 10:00:00,8.0,-0.0,100.0,57.0,82.0,50.0,-87.0
9464,2023-12-03 11:00:00,11.0,-0.0,100.0,57.0,82.0,26.0,-97.0
9465,2023-12-03 12:00:00,12.0,-0.0,100.0,57.0,82.0,0.0,-100.0
9466,2023-12-03 13:00:00,9.0,-0.0,100.0,57.0,82.0,-26.0,-97.0
9467,2023-12-03 14:00:00,9.0,-0.0,100.0,57.0,82.0,-50.0,-87.0
9468,2023-12-03 15:00:00,7.0,-0.0,100.0,57.0,82.0,-71.0,-71.0
9469,2023-12-03 16:00:00,2.0,-0.0,100.0,57.0,82.0,-87.0,-50.0
9486,2023-12-04 09:00:00,2.0,-0.0,100.0,73.0,69.0,71.0,-71.0
9487,2023-12-04 10:00:00,5.0,-0.0,100.0,73.0,69.0,50.0,-87.0
9488,2023-12-04 11:00:00,12.0,-0.0,100.0,73.0,69.0,26.0,-97.0
9489,2023-12-04 12:00:00,8.0,-0.0,100.0,73.0,69.0,0.0,-100.0
9490,2023-12-04 13:00:00,14.0,-0.0,100.0,73.0,69.0,-26.0,-97.0
9491,2023-12-04 14:00:00,8.0,-0.0,100.0,73.0,69.0,-50.0,-87.0
9492,2023-12-04 15:00:00,5.0,-0.0,100.0,73.0,69.0,-71.0,-71.0
9493,2023-12-04 16:00:00,1.0,-0.0,100.0,73.0,69.0,-87.0,-50.0
9512,2023-12-05 11:00:00,1.0,-0.0,100.0,85.0,53.0,26.0,-97.0
9513,2023-12-05 12:00:00,6.0,-0.0,100.0,85.0,53.0,0.0,-100.0
9514,2023-12-05 13:00:00,4.0,-0.0,100.0,85.0,53.0,-26.0,-97.0
9515,2023-12-05 14:00:00,3.0,-0.0,100.0,85.0,53.0,-50.0,-87.0
9516,2023-12-05 15:00:00,3.0,-0.0,100.0,85.0,53.0,-71.0,-71.0
9517,2023-12-05 16:00:00,1.0,-0.0,100.0,85.0,53.0,-87.0,-50.0
9534,2023-12-06 09:00:00,2.0,-0.0,100.0,94.0,35.0,71.0,-71.0
9535,2023-12-06 10:00:00,6.0,-0.0,100.0,94.0,35.0,50.0,-87.0
9536,2023-12-06 11:00:00,4.0,-0.0,100.0,94.0,35.0,26.0,-97.0
9537,2023-12-06 12:00:00,3.0,-0.0,100.0,94.0,35.0,0.0,-100.0
9538,2023-12-06 13:00:00,5.0,-0.0,100.0,94.0,35.0,-26.0,-97.0
9539,2023-12-06 14:00:00,8.0,-0.0,100.0,94.0,35.0,-50.0,-87.0
9540,2023-12-06 15:00:00,7.0,-0.0,100.0,94.0,35.0,-71.0,-71.0
9541,2023-12-06 16:00:00,1.0,-0.0,100.0,94.0,35.0,-87.0,-50.0
9558,2023-12-07 09:00:00,3.0,-0.0,100.0,99.0,15.0,71.0,-71.0
9559,2023-12-07 10:00:00,6.0,-0.0,100.0,99.0,15.0,50.0,-87.0
9560,2023-12-07 11:00:00,14.0,-0.0,100.0,99.0,15.0,26.0,-97.0
9561,2023-12-07 12:00:00,29.0,-0.0,100.0,99.0,15.0,0.0,-100.0
9562,2023-12-07 13:00:00,29.0,-0.0,100.0,99.0,15.0,-26.0,-97.0
9563,2023-12-07 14:00:00,22.0,-0.0,100.0,99.0,15.0,-50.0,-87.0
9564,2023-12-07 15:00:00,11.0,-0.0,100.0,99.0,15.0,-71.0,-71.0
9565,2023-12-07 16:00:00,2.0,-0.0,100.0,99.0,15.0,-87.0,-50.0
9582,2023-12-08 09:00:00,1.0,-0.0,100.0,100.0,-5.0,71.0,-71.0
9583,2023-12-08 10:00:00,3.0,-0.0,100.0,100.0,-5.0,50.0,-87.0
9584,2023-12-08 11:00:00,23.0,-0.0,100.0,100.0,-5.0,26.0,-97.0
9585,2023-12-08 12:00:00,22.0,-0.0,100.0,100.0,-5.0,0.0,-100.0
9586,2023-12-08 13:00:00,6.0,-0.0,100.0,100.0,-5.0,-26.0,-97.0
9587,2023-12-08 14:00:00,2.0,-0.0,100.0,100.0,-5.0,-50.0,-87.0
9588,2023-12-08 15:00:00,1.0,-0.0,100.0,100.0,-5.0,-71.0,-71.0
9606,2023-12-09 09:00:00,1.0,-0.0,100.0,97.0,-25.0,71.0,-71.0
9607,2023-12-09 10:00:00,2.0,-0.0,100.0,97.0,-25.0,50.0,-87.0
9608,2023-12-09 11:00:00,6.0,-0.0,100.0,97.0,-25.0,26.0,-97.0
9609,2023-12-09 12:00:00,8.0,-0.0,100.0,97.0,-25.0,0.0,-100.0
9610,2023-12-09 13:00:00,2.0,-0.0,100.0,97.0,-25.0,-26.0,-97.0
9611,2023-12-09 14:00:00,2.0,-0.0,100.0,97.0,-25.0,-50.0,-87.0
9612,2023-12-09 15:00:00,3.0,-0.0,100.0,97.0,-25.0,-71.0,-71.0
9613,2023-12-09 16:00:00,2.0,-0.0,100.0,97.0,-25.0,-87.0,-50.0
9631,2023-12-10 10:00:00,1.0,-0.0,100.0,90.0,-44.0,50.0,-87.0
9632,2023-12-10 11:00:00,2.0,-0.0,100.0,90.0,-44.0,26.0,-97.0
9633,2023-12-10 12:00:00,4.0,-0.0,100.0,90.0,-44.0,0.0,-100.0
9634,2023-12-10 13:00:00,4.0,-0.0,100.0,90.0,-44.0,-26.0,-97.0
9635,2023-12-10 14:00:00,4.0,-0.0,100.0,90.0,-44.0,-50.0,-87.0
9636,2023-12-10 15:00:00,3.0,-0.0,100.0,90.0,-44.0,-71.0,-71.0
9637,2023-12-10 16:00:00,1.0,-0.0,100.0,90.0,-44.0,-87.0,-50.0
9654,2023-12-11 09:00:00,1.0,-0.0,100.0,79.0,-61.0,71.0,-71.0
9655,2023-12-11 10:00:00,3.0,-0.0,100.0,79.0,-61.0,50.0,-87.0
9656,2023-12-11 11:00:00,7.0,-0.0,100.0,79.0,-61.0,26.0,-97.0
9657,2023-12-11 12:00:00,10.0,-0.0,100.0,79.0,-61.0,0.0,-100.0
9658,2023-12-11 13:00:00,15.0,-0.0,100.0,79.0,-61.0,-26.0,-97.0
9659,2023-12-11 14:00:00,15.0,-0.0,100.0,79.0,-61.0,-50.0,-87.0
9660,2023-12-11 15:00:00,10.0,-0.0,100.0,79.0,-61.0,-71.0,-71.0
9661,2023-12-11 16:00:00,3.0,-0.0,100.0,79.0,-61.0,-87.0,-50.0
9678,2023-12-12 09:00:00,6.0,-0.0,100.0,65.0,-76.0,71.0,-71.0
9679,2023-12-12 10:00:00,10.0,-0.0,100.0,65.0,-76.0,50.0,-87.0
9680,2023-12-12 11:00:00,10.0,-0.0,100.0,65.0,-76.0,26.0,-97.0
9681,2023-12-12 12:00:00,14.0,-0.0,100.0,65.0,-76.0,0.0,-100.0
9682,2023-12-12 13:00:00,18.0,-0.0,100.0,65.0,-76.0,-26.0,-97.0
9683,2023-12-12 14:00:00,26.0,-0.0,100.0,65.0,-76.0,-50.0,-87.0
9684,2023-12-12 15:00:00,12.0,-0.0,100.0,65.0,-76.0,-71.0,-71.0
9685,2023-12-12 16:00:00,2.0,-0.0,100.0,65.0,-76.0,-87.0,-50.0
9702,2023-12-13 09:00:00,8.0,-0.0,100.0,49.0,-87.0,71.0,-71.0
9703,2023-12-13 10:00:00,22.0,-0.0,100.0,49.0,-87.0,50.0,-87.0
9704,2023-12-13 11:00:00,27.0,-0.0,100.0,49.0,-87.0,26.0,-97.0
9705,2023-12-13 12:00:00,17.0,-0.0,100.0,49.0,-87.0,0.0,-100.0
9706,2023-12-13 13:00:00,30.0,-0.0,100.0,49.0,-87.0,-26.0,-97.0
9707,2023-12-13 14:00:00,23.0,-0.0,100.0,49.0,-87.0,-50.0,-87.0
9708,2023-12-13 15:00:00,12.0,-0.0,100.0,49.0,-87.0,-71.0,-71.0
9709,2023-12-13 16:00:00,2.0,-0.0,100.0,49.0,-87.0,-87.0,-50.0
9726,2023-12-14 09:00:00,8.0,-0.0,100.0,30.0,-95.0,71.0,-71.0
9727,2023-12-14 10:00:00,21.0,-0.0,100.0,30.0,-95.0,50.0,-87.0
9728,2023-12-14 11:00:00,27.0,-0.0,100.0,30.0,-95.0,26.0,-97.0
9729,2023-12-14 12:00:00,32.0,-0.0,100.0,30.0,-95.0,0.0,-100.0
9730,2023-12-14 13:00:00,29.0,-0.0,100.0,30.0,-95.0,-26.0,-97.0
9731,2023-12-14 14:00:00,22.0,-0.0,100.0,30.0,-95.0,-50.0,-87.0
9732,2023-12-14 15:00:00,11.0,-0.0,100.0,30.0,-95.0,-71.0,-71.0
9733,2023-12-14 16:00:00,2.0,-0.0,100.0,30.0,-95.0,-87.0,-50.0
9751,2023-12-15 10:00:00,1.0,-0.0,100.0,10.0,-99.0,50.0,-87.0
9752,2023-12-15 11:00:00,2.0,-0.0,100.0,10.0,-99.0,26.0,-97.0
9753,2023-12-15 12:00:00,2.0,-0.0,100.0,10.0,-99.0,0.0,-100.0
9754,2023-12-15 13:00:00,2.0,-0.0,100.0,10.0,-99.0,-26.0,-97.0
9755,2023-12-15 14:00:00,1.0,-0.0,100.0,10.0,-99.0,-50.0,-87.0
9756,2023-12-15 15:00:00,1.0,-0.0,100.0,10.0,-99.0,-71.0,-71.0
9775,2023-12-16 10:00:00,3.0,-0.0,100.0,-10.0,-99.0,50.0,-87.0
9776,2023-12-16 11:00:00,9.0,-0.0,100.0,-10.0,-99.0,26.0,-97.0
9777,2023-12-16 12:00:00,14.0,-0.0,100.0,-10.0,-99.0,0.0,-100.0
9778,2023-12-16 13:00:00,21.0,-0.0,100.0,-10.0,-99.0,-26.0,-97.0
9779,2023-12-16 14:00:00,14.0,-0.0,100.0,-10.0,-99.0,-50.0,-87.0
9780,2023-12-16 15:00:00,3.0,-0.0,100.0,-10.0,-99.0,-71.0,-71.0
9798,2023-12-17 09:00:00,1.0,-0.0,100.0,-30.0,-95.0,71.0,-71.0
9799,2023-12-17 10:00:00,1.0,-0.0,100.0,-30.0,-95.0,50.0,-87.0
9800,2023-12-17 11:00:00,4.0,-0.0,100.0,-30.0,-95.0,26.0,-97.0
9801,2023-12-17 12:00:00,3.0,-0.0,100.0,-30.0,-95.0,0.0,-100.0
9802,2023-12-17 13:00:00,3.0,-0.0,100.0,-30.0,-95.0,-26.0,-97.0
9803,2023-12-17 14:00:00,4.0,-0.0,100.0,-30.0,-95.0,-50.0,-87.0
9804,2023-12-17 15:00:00,1.0,-0.0,100.0,-30.0,-95.0,-71.0,-71.0
9805,2023-12-17 16:00:00,1.0,-0.0,100.0,-30.0,-95.0,-87.0,-50.0
9823,2023-12-18 10:00:00,4.0,-0.0,100.0,-49.0,-87.0,50.0,-87.0
9824,2023-12-18 11:00:00,7.0,-0.0,100.0,-49.0,-87.0,26.0,-97.0
9825,2023-12-18 12:00:00,8.0,-0.0,100.0,-49.0,-87.0,0.0,-100.0
9826,2023-12-18 13:00:00,21.0,-0.0,100.0,-49.0,-87.0,-26.0,-97.0
9827,2023-12-18 14:00:00,21.0,-0.0,100.0,-49.0,-87.0,-50.0,-87.0
9828,2023-12-18 15:00:00,11.0,-0.0,100.0,-49.0,-87.0,-71.0,-71.0
9829,2023-12-18 16:00:00,3.0,-0.0,100.0,-49.0,-87.0,-87.0,-50.0
9846,2023-12-19 09:00:00,4.0,-0.0,100.0,-65.0,-76.0,71.0,-71.0
9847,2023-12-19 10:00:00,11.0,-0.0,100.0,-65.0,-76.0,50.0,-87.0
9848,2023-12-19 11:00:00,25.0,-0.0,100.0,-65.0,-76.0,26.0,-97.0
9849,2023-12-19 12:00:00,20.0,-0.0,100.0,-65.0,-76.0,0.0,-100.0
9850,2023-12-19 13:00:00,23.0,-0.0,100.0,-65.0,-76.0,-26.0,-97.0
9851,2023-12-19 14:00:00,20.0,-0.0,100.0,-65.0,-76.0,-50.0,-87.0
9852,2023-12-19 15:00:00,7.0,-0.0,100.0,-65.0,-76.0,-71.0,-71.0
9853,2023-12-19 16:00:00,3.0,-0.0,100.0,-65.0,-76.0,-87.0,-50.0
9871,2023-12-20 10:00:00,1.0,-0.0,100.0,-79.0,-61.0,50.0,-87.0
9872,2023-12-20 11:00:00,3.0,-0.0,100.0,-79.0,-61.0,26.0,-97.0
9873,2023-12-20 12:00:00,10.0,-0.0,100.0,-79.0,-61.0,0.0,-100.0
9874,2023-12-20 13:00:00,11.0,-0.0,100.0,-79.0,-61.0,-26.0,-97.0
9875,2023-12-20 14:00:00,10.0,-0.0,100.0,-79.0,-61.0,-50.0,-87.0
9876,2023-12-20 15:00:00,5.0,-0.0,100.0,-79.0,-61.0,-71.0,-71.0
9877,2023-12-20 16:00:00,2.0,-0.0,100.0,-79.0,-61.0,-87.0,-50.0
9894,2023-12-21 09:00:00,3.0,-0.0,100.0,-90.0,-44.0,71.0,-71.0
9895,2023-12-21 10:00:00,15.0,-0.0,100.0,-90.0,-44.0,50.0,-87.0
9896,2023-12-21 11:00:00,25.0,-0.0,100.0,-90.0,-44.0,26.0,-97.0
9897,2023-12-21 12:00:00,30.0,-0.0,100.0,-90.0,-44.0,0.0,-100.0
9898,2023-12-21 13:00:00,30.0,-0.0,100.0,-90.0,-44.0,-26.0,-97.0
9899,2023-12-21 14:00:00,17.0,-0.0,100.0,-90.0,-44.0,-50.0,-87.0
9900,2023-12-21 15:00:00,5.0,-0.0,100.0,-90.0,-44.0,-71.0,-71.0
