Temp Current,Temp Hourly,Temp Hourly.1,Temp Hourly.2,Temp Hourly.3,Temp Hourly.4,Temp Hourly.5,Temp Hourly.6,Temp Hourly.7,Temp Hourly.8,Temp Hourly.9,Temp Hourly.10,Temp Hourly.11,Clouds Current,Clouds Hourly,Clouds Hourly.1,Clouds Hourly.2,Clouds Hourly.3,Clouds Hourly.4,Clouds Hourly.5,Clouds Hourly.6,Clouds Hourly.7,Clouds Hourly.8,Clouds Hourly.9,Clouds Hourly.10,Clouds Hourly.11,UVI Current,UVI Hourly,UVI Hourly.1,UVI Hourly.2,UVI Hourly.3,UVI Hourly.4,UVI Hourly.5,UVI Hourly.6,UVI Hourly.7,UVI Hourly.8,UVI Hourly.9,UVI Hourly.10,UVI Hourly.11,POP Current,POP Hourly,POP Hourly.1,POP Hourly.2,POP Hourly.3,POP Hourly.4,POP Hourly.5,POP Hourly.6,POP Hourly.7,POP Hourly.8,POP Hourly.9,POP Hourly.10,POP Hourly.11,Label
34.43,34.43,34.74,35.02,36.09,38.3,39.9,39.87,39.76,39.52,39.45,39.69,38.75,0,0,20,34,52,58,58,50,52,91,92,85,67,0.0,0.0,0.0,0.0,0.15,0.5,0.9,1.32,1.52,1.25,0.89,0.46,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
32.5,32.5,32.27,31.95,32.4,33.66,35.22,36.68,38.44,40.06,41.11,40.87,39.24,75,75,64,54,43,31,17,16,16,85,93,95,94,0.0,0.0,0.0,0.0,0.14,0.47,0.94,1.38,1.59,1.34,0.95,0.48,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
36.39,36.39,36.68,37.13,37.81,38.84,40.03,41.23,42.94,44.53,45.41,45.3,44.85,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.09,0.3,0.64,0.95,1.09,0.9,0.64,0.32,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.009,0.008,0.005,0.008,0.027000000000000003,False
46.96,46.96,47.07,47.21,47.34,47.64,46.36,45.01,43.95,42.39,40.93,39.79,38.91,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.02,0.07,0.18,0.26,0.31,0.24,0.17,0.09,0.04,0.0,0.095,0.1,0.08,0.1,0.08,0.08,0.08,0.06,0.068,0.068,0.068,0.071,0.071,False
33.94,33.94,34.39,34.88,35.53,36.27,37.36,37.51,37.63,37.83,38.55,39.06,39.42,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.04,0.17,0.4,0.61,0.69,0.48,0.34,0.17,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020999999999999998,False
37.02,37.02,37.4,38.03,38.88,39.7,40.8,41.45,41.94,42.13,42.35,42.55,42.44,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.03,0.13,0.25,0.38,0.43,0.5,0.35,0.18,0.05,0.0,0.099,0.028999999999999998,0.03,0.024,0.025,0.027000000000000003,0.020999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,False
34.59,34.59,35.24,36.07,37.22,38.44,39.67,40.17,40.62,40.57,40.35,40.12,39.45,75,75,71,70,74,80,85,87,100,100,98,92,92,0.0,0.0,0.0,0.08,0.3,0.38,0.57,0.64,0.76,0.53,0.27,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
36.97,36.97,36.68,36.37,35.98,35.47,34.83,34.95,35.11,35.19,35.44,35.38,35.33,100,100,100,100,100,99,99,99,100,100,100,100,100,0.0,0.0,0.0,0.0,0.26,0.45,0.66,0.75,0.53,0.37,0.19,0.05,0.0,0.018,0.015,0.013000000000000001,0.016,0.012,0.012,0.012,0.0,0.0,0.0,0.0,0.0,0.0,False
34.81,34.81,34.66,34.66,35.08,35.94,37.42,38.48,39.54,40.46,40.98,40.82,40.96,100,100,100,100,99,98,93,92,97,98,99,99,99,0.0,0.0,0.0,0.0,0.33,0.7,1.04,1.18,1.08,0.75,0.39,0.11,0.0,0.0,0.002,0.006,0.006,0.006,0.006,0.006,0.003,0.004,0.001,0.0,0.008,0.024,False
38.71,38.71,39.34,40.05,40.98,42.49,44.76,46.02,46.9,47.14,47.66,47.64,46.96,100,100,100,100,100,100,100,100,100,100,100,84,68,0.0,0.0,0.0,0.0,0.31,0.66,0.99,1.13,0.94,0.64,0.33,0.12,0.0,0.013000000000000001,0.015,0.018,0.018,0.011,0.007000000000000001,0.003,0.0,0.0,0.0,0.0,0.0,0.0,True
43.27,43.27,43.18,43.0,43.09,43.56,44.64,45.59,46.6,47.35,47.26,46.15,44.24,0,0,0,0,1,1,1,1,0,4,8,10,11,0.0,0.0,0.0,0.0,0.37,0.8,1.21,1.38,1.29,0.88,0.44,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
33.75,33.75,36.64,39.85,43.48,47.97,52.79,53.55,54.07,54.18,54.1,53.74,53.1,75,75,80,85,90,95,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.29,0.54,0.81,0.93,0.77,0.53,0.26,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
40.05,40.05,40.48,40.95,42.3,44.44,47.19,48.65,49.78,50.36,50.29,48.67,47.03,75,75,60,45,30,15,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
49.48,49.48,49.75,50.25,51.42,53.82,57.22,58.14,58.98,58.91,58.64,57.49,55.33,75,75,80,85,90,95,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.28,0.59,0.87,0.94,0.82,0.52,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
31.1,31.1,31.55,32.22,33.51,35.31,37.78,39.09,40.55,41.7,42.33,41.79,40.44,40,40,41,50,62,74,80,69,10,22,24,34,40,0.0,0.0,0.0,0.0,0.33,0.7,1.03,1.25,1.13,0.77,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
35.01,35.01,35.35,35.91,37.26,39.56,42.85,44.17,44.96,45.28,45.34,44.33,42.73,0,0,19,38,56,70,70,60,47,47,49,41,34,0.0,0.0,0.0,0.0,0.35,0.75,1.13,1.31,1.14,0.77,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
30.92,30.92,32.2,33.69,35.96,38.26,40.3,40.23,39.99,39.78,39.56,39.13,38.75,100,100,82,64,45,26,7,8,10,8,7,9,24,0.0,0.0,0.0,0.0,0.34,0.74,1.11,1.3,1.16,0.79,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
32.38,32.38,33.39,34.41,35.94,37.87,40.46,41.85,43.18,43.86,43.95,43.45,43.05,75,75,80,85,90,95,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.24,0.47,0.6,0.7,0.71,0.4,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
37.51,37.51,37.72,38.08,38.61,39.15,40.44,40.5,41.59,41.02,40.28,38.88,37.53,100,100,100,100,100,100,100,100,100,99,98,98,98,0.0,0.0,0.0,0.0,0.09,0.12,0.35,0.37,0.65,0.42,0.23,0.0,0.0,0.011,0.012,0.024,0.027000000000000003,0.034999999999999996,0.034,0.044,0.014000000000000002,0.012,0.012,0.006,0.0,0.0,False
27.59,27.59,28.29,29.08,30.6,33.31,37.36,39.88,41.47,41.79,41.76,41.36,40.39,75,75,66,70,71,75,77,78,100,100,100,100,100,0.0,0.0,0.0,0.0,0.23,0.55,0.83,1.01,0.86,0.57,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
25.61,25.61,25.65,25.47,25.34,25.34,25.59,26.33,27.34,28.17,28.58,28.54,28.29,0,0,5,7,8,10,10,9,0,1,3,14,21,0.0,0.0,0.0,0.0,0.28,0.63,0.94,1.08,0.95,0.65,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
20.17,20.17,20.71,21.45,22.75,24.39,26.44,27.59,28.72,29.86,30.45,30.15,29.61,0,0,10,13,14,15,16,14,3,3,2,2,1,0.0,0.0,0.0,0.0,0.24,0.54,0.81,0.94,0.84,0.58,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
23.45,23.45,24.28,25.27,26.6,28.4,30.74,31.93,32.7,33.13,32.67,31.64,30.61,0,0,20,40,60,80,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.2,0.45,0.63,0.7,0.63,0.46,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
25.7,25.7,26.06,26.38,27.03,28.26,30.13,30.16,28.99,29.57,30.42,30.34,29.35,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.24,0.49,0.47,0.45,0.39,0.27,0.16,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.0,0.052000000000000005,0.064,0.074,0.081,0.073,0.066,False
16.03,16.03,16.47,16.86,17.37,18.09,19.2,19.72,20.39,20.95,21.13,21.0,20.71,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.2,0.42,0.64,0.69,0.59,0.41,0.2,0.0,0.0,0.003,0.008,0.008,0.008,0.008,0.005,0.005,0.003,0.0,0.0,0.0,0.0,0.0,False
12.54,12.54,13.19,13.78,14.63,16.2,18.63,20.3,21.99,23.4,24.1,24.4,24.69,100,100,97,97,94,93,92,93,100,100,100,100,100,0.0,0.0,0.0,0.0,0.22,0.5,0.75,0.79,0.72,0.49,0.21,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,True
28.33,28.33,28.76,29.32,30.29,31.77,34.36,36.0,37.02,37.76,37.9,37.13,35.78,100,100,86,74,65,56,40,37,27,26,41,52,51,0.0,0.0,0.0,0.0,0.14,0.34,0.6,1.01,0.93,0.64,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
33.87,33.87,34.09,34.3,34.81,34.84,34.83,34.88,35.08,35.44,35.46,34.36,33.22,100,100,83,66,51,41,31,32,8,8,16,26,26,0.0,0.0,0.0,0.0,0.24,0.55,0.86,1.01,0.88,0.6,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
20.77,20.77,21.94,23.16,24.98,27.19,30.06,31.19,32.04,32.74,32.92,31.96,31.62,75,75,62,61,52,49,40,37,50,50,61,66,73,0.0,0.0,0.0,0.0,0.23,0.52,0.82,0.98,0.87,0.59,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
24.75,24.75,25.65,26.62,27.79,29.39,31.3,31.84,32.45,32.9,33.21,33.19,33.19,40,40,51,63,75,87,99,99,100,100,100,100,96,0.0,0.0,0.0,0.0,0.17,0.35,0.57,0.68,0.6,0.51,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
32.18,32.18,32.22,32.29,32.61,33.22,33.94,34.32,34.59,34.66,34.41,33.57,33.01,100,100,100,100,100,100,100,100,100,100,100,100,91,0.0,0.0,0.0,0.0,0.16,0.4,0.6,0.64,0.51,0.26,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.005,0.002,0.0,0.0,0.0,False
32.72,32.72,32.77,32.86,33.24,34.2,35.38,36.3,36.99,37.53,37.33,37.18,37.11,100,100,100,100,100,100,100,99,99,92,92,94,95,0.0,0.0,0.0,0.0,0.14,0.41,0.64,0.73,0.68,0.45,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,False
31.87,31.87,32.14,32.45,32.86,33.57,34.34,34.75,34.88,34.79,34.72,33.73,32.77,100,100,99,99,99,99,98,97,81,65,45,35,30,0.0,0.0,0.0,0.0,0.09,0.22,0.3,0.49,0.59,0.46,0.22,0.0,0.0,0.039,0.0,0.0,0.003,0.01,0.007000000000000001,0.007000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,False
28.94,28.94,28.99,29.07,29.82,31.6,33.76,34.81,36.07,37.67,38.01,37.18,36.41,0,0,20,40,60,80,100,100,100,100,99,99,95,0.0,0.0,0.0,0.0,0.2,0.51,0.6,0.34,0.19,0.14,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
31.12,31.12,31.26,31.48,32.72,34.74,36.64,37.45,37.83,38.25,38.28,37.13,37.11,75,75,71,75,80,84,89,84,10,17,17,13,10,0.0,0.0,0.0,0.0,0.2,0.49,0.76,0.96,0.87,0.57,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
37.53,37.53,37.49,37.38,37.94,39.56,41.83,43.16,43.66,42.73,42.4,42.24,41.34,100,100,81,64,49,36,16,13,8,54,69,77,76,0.0,0.0,0.0,0.0,0.17,0.49,0.78,0.44,0.21,0.17,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
37.26,37.26,37.15,36.9,36.93,37.45,38.23,38.93,39.16,37.54,36.73,36.3,36.32,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.14,0.29,0.41,0.45,0.41,0.22,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.01,0.040999999999999995,0.067,0.094,0.09,False
24.84,24.84,25.25,25.63,26.28,27.18,28.26,28.76,29.35,29.88,30.24,29.8,29.5,100,100,90,78,66,54,40,38,17,15,12,10,9,0.0,0.0,0.0,0.0,0.17,0.38,0.58,0.66,0.6,0.4,0.19,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
21.0,21.0,21.36,21.63,22.37,24.04,26.65,28.36,29.86,30.56,30.81,30.6,30.54,100,100,91,88,84,76,72,77,100,100,100,100,100,0.0,0.0,0.0,0.0,0.19,0.42,0.6,0.64,0.57,0.37,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
24.78,24.78,24.57,23.94,23.31,22.98,23.04,23.65,24.37,25.02,25.29,25.2,25.16,100,100,100,100,99,99,99,98,86,81,61,69,72,0.0,0.0,0.0,0.0,0.16,0.36,0.57,0.66,0.61,0.41,0.19,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
19.04,19.04,20.41,21.74,23.43,25.66,28.35,29.37,30.43,31.51,32.09,31.8,31.62,100,100,93,76,71,55,40,35,1,1,1,6,7,0.0,0.0,0.0,0.0,0.19,0.43,0.68,0.78,0.7,0.46,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
33.85,33.85,34.48,35.13,36.32,38.77,41.77,43.29,44.1,44.51,44.38,43.45,42.51,75,75,75,73,65,64,58,52,14,12,10,9,8,0.0,0.0,0.0,0.0,0.21,0.5,0.79,0.9,0.81,0.52,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
41.76,41.76,41.31,40.64,39.94,39.24,38.48,38.35,38.32,38.28,38.19,38.05,37.87,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.02,0.05,0.09,0.12,0.12,0.08,0.05,0.0,0.0,0.037,0.071,0.073,0.094,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,False
38.61,38.61,38.75,39.07,39.4,40.01,41.0,41.85,42.35,42.42,41.92,41.49,41.36,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.1,0.22,0.38,0.5,0.22,0.28,0.16,0.0,0.0,0.1,0.079,0.078,0.075,0.075,0.074,0.06999999999999999,0.006,0.009,0.006,0.004,0.004,0.004,False
36.34,36.34,36.3,36.18,36.27,36.61,36.5,36.32,36.09,36.72,36.72,35.94,35.11,100,100,100,100,100,100,100,100,99,94,96,97,98,0.0,0.0,0.0,0.0,0.11,0.2,0.25,0.27,0.29,0.37,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
20.59,20.59,20.5,20.19,19.92,19.83,19.98,20.5,21.0,21.74,22.46,22.78,23.05,100,100,100,100,100,100,100,100,99,95,80,68,57,0.0,0.0,0.0,0.0,0.16,0.38,0.65,0.76,0.7,0.48,0.22,0.0,0.0,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.002,0.0,0.0,0.0,0.0,0.0,False
19.27,19.27,20.55,22.28,24.6,27.61,30.99,32.02,33.04,33.73,33.94,33.44,32.63,40,40,52,64,76,87,99,95,33,25,23,28,28,0.0,0.0,0.0,0.0,0.14,0.35,0.58,0.71,0.65,0.45,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
31.17,31.17,31.46,31.86,32.18,32.5,33.21,33.24,33.33,33.35,33.08,32.9,33.01,40,40,52,64,76,88,100,98,77,84,82,85,88,0.0,0.0,0.0,0.0,0.13,0.29,0.47,0.57,0.47,0.29,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
32.59,32.59,32.47,32.56,32.99,33.71,34.75,35.82,37.0,37.72,37.54,36.97,36.54,0,0,20,40,60,80,97,89,98,99,99,99,99,0.0,0.0,0.0,0.0,0.17,0.38,0.67,0.76,0.67,0.41,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
36.12,36.12,36.07,36.03,36.16,36.45,36.82,37.22,37.56,37.83,37.83,37.81,37.9,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.1,0.21,0.31,0.35,0.29,0.18,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
37.36,37.36,37.76,38.21,38.75,39.45,40.32,40.71,41.45,42.33,42.55,42.17,41.97,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.05,0.12,0.25,0.27,0.22,0.19,0.16,0.0,0.0,0.0,0.0,0.0,0.02,0.004,0.008,0.016,0.026000000000000002,0.017,0.013000000000000001,0.009,0.008,0.008,False
43.07,43.07,43.07,43.07,43.45,44.42,45.93,46.4,46.42,46.47,46.9,46.85,46.35,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.14,0.25,0.42,0.6,0.32,0.27,0.12,0.0,0.0,0.0,0.0,0.0,0.008,0.009,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,False
42.57,42.57,42.91,43.0,42.55,42.01,40.14,38.73,38.21,37.83,37.83,37.8,37.76,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.02,0.05,0.08,0.26,0.11,0.06,0.03,0.0,0.0,0.1,0.095,0.1,0.1,0.1,0.1,0.1,0.003,0.026000000000000002,0.034,0.022,0.043,0.054000000000000006,False
38.55,38.55,38.39,38.25,38.16,38.1,38.07,38.07,38.25,38.34,38.46,38.52,38.5,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.02,0.05,0.06,0.07,0.07,0.05,0.02,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.076,0.076,0.076,0.073,0.073,0.06899999999999999,False
35.37,35.37,35.28,34.9,34.65,34.9,35.62,36.25,36.61,36.61,36.37,35.73,35.33,100,100,98,85,70,54,39,35,16,20,22,22,20,0.0,0.0,0.0,0.0,0.16,0.42,0.64,0.75,0.67,0.44,0.21,0.0,0.0,0.034999999999999996,0.006,0.005,0.005,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,False
33.84,33.84,34.05,34.3,34.95,36.36,37.99,38.64,39.04,39.25,38.98,38.14,37.71,100,100,95,93,80,63,45,38,6,6,6,5,5,0.0,0.0,0.0,0.0,0.19,0.44,0.69,0.79,0.71,0.47,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
32.61,32.61,33.21,33.75,34.52,36.0,37.85,38.77,39.22,39.42,38.93,37.9,37.13,75,75,62,48,35,22,8,7,5,4,3,2,2,0.0,0.0,0.0,0.0,0.19,0.44,0.68,0.78,0.7,0.46,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
26.62,26.62,27.86,29.01,30.38,32.25,34.39,35.02,35.4,35.51,35.37,34.97,34.74,100,100,80,60,41,22,5,6,46,62,73,80,84,0.0,0.0,0.0,0.0,0.19,0.41,0.64,0.74,0.66,0.44,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,False
26.94,26.94,27.23,27.48,27.93,28.27,28.47,28.36,28.09,27.82,27.63,27.28,27.0,100,100,100,100,100,100,100,100,100,100,100,100,98,0.0,0.0,0.0,0.0,0.15,0.32,0.52,0.64,0.59,0.4,0.19,0.0,0.0,0.059,0.048,0.037,0.031,0.028000000000000004,0.020999999999999998,0.020999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,False
21.16,21.16,21.88,22.57,23.7,25.81,29.16,31.15,32.74,33.57,33.73,33.19,32.31,100,100,86,80,69,55,43,48,30,23,21,19,17,0.0,0.0,0.0,0.0,0.19,0.43,0.67,0.75,0.69,0.46,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
27.63,27.63,28.09,28.72,29.89,31.77,33.89,34.59,35.04,35.22,35.15,34.61,34.27,100,100,83,72,66,66,65,66,8,8,9,17,32,0.0,0.0,0.0,0.0,0.18,0.36,0.57,0.69,0.61,0.42,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
29.95,29.95,29.5,28.63,27.61,26.53,25.03,24.57,24.48,24.62,24.71,24.69,24.66,100,100,100,100,100,100,100,100,100,100,100,99,95,0.0,0.0,0.0,0.0,0.17,0.39,0.64,0.74,0.68,0.46,0.22,0.0,0.0,0.015,0.012,0.012,0.015,0.012,0.012,0.012,0.0,0.0,0.0,0.0,0.0,0.0,False
17.42,17.42,17.89,18.37,19.11,20.1,21.52,22.6,23.9,25.21,26.08,26.28,26.04,100,100,100,100,100,100,100,100,70,74,82,86,71,0.0,0.0,0.0,0.0,0.19,0.42,0.68,0.85,0.74,0.5,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
24.48,24.48,24.03,23.65,23.85,24.94,26.89,28.92,30.27,30.92,29.17,28.99,29.28,100,100,90,90,87,85,84,86,100,100,100,100,100,0.0,0.0,0.0,0.0,0.21,0.45,0.65,0.77,0.55,0.37,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.075,0.075,False
16.86,16.86,16.66,16.32,15.85,15.39,14.9,14.52,14.34,14.41,14.34,14.07,13.57,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.16,0.34,0.5,0.55,0.48,0.35,0.16,0.0,0.0,0.067,0.047,0.04,0.032,0.032,0.032,0.028999999999999998,0.008,0.008,0.008,0.005,0.005,0.005,False
3.16,3.16,3.52,3.94,4.73,5.83,7.23,8.01,8.91,9.9,10.26,10.2,9.75,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.16,0.36,0.55,0.65,0.59,0.39,0.19,0.0,0.0,0.051000000000000004,0.057999999999999996,0.057999999999999996,0.057999999999999996,0.054000000000000006,0.054000000000000006,0.045,0.009,0.009,0.009,0.009,0.006,0.006,False
-2.92,-2.92,-1.7,-0.53,0.72,2.53,4.75,5.4,5.97,6.57,6.84,6.64,6.08,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.17,0.39,0.6,0.71,0.63,0.42,0.2,0.0,0.0,0.0,0.006,0.006,0.006,0.01,0.01,0.01,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.007000000000000001,0.027000000000000003,False
-2.88,-2.88,-1.68,-0.51,0.77,2.28,4.23,4.89,5.94,6.67,7.29,7.57,7.56,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.15,0.32,0.46,0.54,0.48,0.33,0.17,0.0,0.0,0.053000000000000005,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.040999999999999995,0.049,0.041999999999999996,0.038,0.037,0.037,0.033,False
6.42,6.42,6.78,6.89,7.3,7.97,8.78,9.37,10.2,10.83,11.55,11.91,11.48,100,100,100,100,99,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.21,0.46,0.67,0.79,0.7,0.48,0.22,0.0,0.0,0.034999999999999996,0.006,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
4.05,4.05,4.08,4.24,5.56,7.41,9.19,9.59,9.86,9.84,9.99,10.18,9.19,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.2,0.42,0.57,0.67,0.6,0.4,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.003,0.003,0.0,0.0,False
7.09,7.09,7.18,7.3,7.7,8.28,8.92,9.05,9.09,9.12,9.23,9.36,8.29,100,100,100,100,100,100,100,100,100,100,100,100,100,0.0,0.0,0.0,0.0,0.19,0.41,0.56,0.63,0.62,0.49,0.24,0.0,0.0,0.01,0.018,0.025,0.023,0.023,0.023,0.023,0.019,0.015,0.015,0.015,0.012,0.012,False
6.71,6.71,6.4,5.95,7.0,8.67,10.51,11.62,12.56,13.51,13.91,13.35,10.2,100,100,99,97,93,82,74,70,42,33,35,28,27,0.0,0.0,0.0,0.0,0.27,0.58,0.87,1.01,0.92,0.63,0.31,0.0,0.0,0.009,0.003,0.003,0.003,0.003,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,False
