Date,Production Difference
2021-05-09,574.4660102780035
2021-05-10,530.0061447220069
2021-05-11,585.4920050000001
2021-05-12,602.2178063889951
2021-05-13,392.33929499999795
2021-05-14,453.3192386110022
2021-05-15,345.3022013890004
2021-05-16,631.3385422220017
2021-05-17,613.7819697220039
2021-05-18,570.6675141669984
2021-05-19,238.0263152769985
2021-05-20,104.28408944399416
2021-05-21,284.0714074999996
2021-05-22,329.29823944400414
2021-05-23,118.14525138900353
2021-05-24,366.1709925000032
2021-05-25,530.6463388890043
2021-05-26,469.5565763890045
2021-05-27,307.86027527800616
2021-05-28,639.0703397219986
2021-05-29,658.1709655559971
2021-05-30,197.24089027800073
2021-05-31,597.6928927769986
2021-06-01,605.323561944002
2021-06-02,411.02855472199735
2021-06-03,245.3981752769978
2021-06-04,619.7920847220012
2021-06-05,601.6776258329992
2021-06-06,632.7147499999992
2021-06-07,635.2022908330036
2021-06-08,553.7102330559937
2021-06-09,635.6135913889957
2021-06-10,597.1175891669991
2021-06-11,254.29031305600074
2021-06-12,652.2427586110134
2021-06-13,542.8444363890012
2021-06-14,414.88268111099023
2021-06-15,632.9277008329955
2021-06-16,648.333381665987
2021-06-17,456.5104699999938
2021-06-18,646.3041349999985
2021-06-19,456.40152999998827
2021-06-20,68.19033805599611
2021-06-21,556.4245963889989
2021-06-22,474.71318138900097
2021-06-23,653.8980005560006
2021-06-24,460.40050611099286
2021-06-25,609.7018627780053
2021-06-26,234.70248333299241
2021-06-27,372.54845027800184
2021-06-28,543.9936711110058
2021-06-29,366.33037027699174
2021-06-30,606.6364675000077
2021-07-01,583.4593219439994
2021-07-02,610.1453847219964
2021-07-03,590.9310191669938
2021-07-04,552.1068050000031
2021-07-05,603.3672713889973
2021-07-06,117.3427277780138
2021-07-07,506.2455491669971
2021-07-08,617.3281724999979
2021-07-09,634.9900511119922
2021-07-10,629.3240961109987
2021-07-11,521.0253019450029
2021-07-12,580.4213988889969
2021-07-13,513.6373619439983
2021-07-14,284.77736277799704
2021-07-15,629.0889975000027
2021-07-16,597.9047716659989
2021-07-17,581.2207575000066
2021-07-18,516.985165555001
2021-07-19,450.96288805599033
2021-07-20,138.77409000000625
2021-07-21,265.87837416700495
2021-07-22,324.82412083300005
2021-07-23,409.7735694449948
2021-07-24,558.1210461110022
2021-07-25,635.8389155559998
2021-07-26,449.13094499999715
2021-07-27,521.4561255549925
2021-07-28,275.51068972199573
2021-07-29,465.3563438889978
2021-07-30,607.9798591669969
2021-07-31,515.3830313890066
2021-08-01,417.91960833300254
2021-08-02,482.3402205559978
2021-08-03,432.7347049999953
2021-08-04,500.9378491660027
2021-08-05,192.33565166700282
2021-08-06,369.4502613890072
2021-08-07,67.22688888899575
2021-08-08,199.67858388899185
2021-08-09,373.68918277799094
2021-08-10,285.80585138799506
2021-08-11,448.7346497219987
2021-08-12,577.2326141660014
2021-08-13,555.7403374999994
2021-08-14,603.5413488890044
2021-08-15,604.7284297219885
2021-08-16,563.8197438890056
2021-08-17,529.1336655560008
2021-08-18,517.3484538890043
2021-08-19,516.7969994449959
2021-08-20,509.9483016669983
2021-08-21,402.34023166699626
2021-08-22,591.9044161110069
2021-08-23,558.4018599999981
2021-08-24,261.1213486110064
2021-08-25,407.4616402769898
2021-08-26,354.2764833330002
2021-08-27,116.91228472199873
2021-08-28,153.795149166006
2021-08-29,458.0902858329937
2021-08-30,413.91292166599305
2021-08-31,518.573186388996
2021-09-01,550.3293477780098
2021-09-02,365.22056250000605
2021-09-03,106.54149277800752
2021-09-04,375.9400952779979
2021-09-05,417.8712705559883
2021-09-06,488.9863302779995
2021-09-07,465.99999944498995
2021-09-08,354.24957166600507
2021-09-09,374.0034972220019
2021-09-10,485.24082833300054
2021-09-11,475.5996913889976
2021-09-12,474.3273219440016
2021-09-13,488.34042249999766
2021-09-14,231.47999249999702
2021-09-15,511.6160397220083
2021-09-16,431.3526783330017
2021-09-17,395.8728847230086
2021-09-18,520.8792838889931
2021-09-19,481.03593611100223
2021-09-20,206.65716944400629
2021-09-21,439.8278405559977
2021-09-22,510.92663833299594
2021-09-23,504.806382499999
2021-09-24,154.14917250000872
2021-09-25,346.30388305500674
2021-09-26,396.8287708329881
2021-09-27,396.0091966660111
2021-09-28,482.13762166700326
2021-09-29,464.4094030559936
2021-09-30,462.0332816670125
2021-10-01,238.70118027800345
2021-10-02,297.1267997219984
2021-10-03,84.54601222199562
2021-10-04,103.50225944399426
2021-10-05,282.6921638890053
2021-10-06,304.448140833003
2021-10-07,445.9201624999987
2021-10-08,128.55819861199416
2021-10-09,327.7907422220014
2021-10-10,183.96686472199508
2021-10-11,184.65857166600472
2021-10-12,112.53719194499718
2021-10-13,89.74358138900425
2021-10-14,125.23334361199522
2021-10-15,288.36487166699953
2021-10-16,428.32397888900596
2021-10-17,437.25107999998727
2021-10-18,414.8882799999992
2021-10-19,384.85405944399827
2021-10-20,34.308576944997185
2021-10-21,356.36033305499586
2021-10-22,155.45017611100047
2021-10-23,242.68004583400034
2021-10-24,268.4938680560008
2021-10-25,163.69227472301282
2021-10-26,301.57897333300207
2021-10-27,237.3548199999932
2021-10-28,90.88373388900072
2021-10-29,317.86695833300473
2021-10-30,121.12594611199165
2021-10-31,215.4176041669998
2021-11-01,167.33941972299363
2021-11-02,145.4075177779887
2021-11-03,44.48136388900457
2021-11-04,337.12618166599714
2021-11-05,264.99053500000446
2021-11-06,272.11290111100243
2021-11-07,189.46354472199164
2021-11-08,172.07882722200884
2021-11-09,298.39116111100884
2021-11-10,104.62234972199076
2021-11-11,10.811641667009098
2021-11-12,103.99916361100622
2021-11-13,120.52499583399913
2021-11-14,0.2714886109897634
2021-11-15,58.02771194399975
2021-11-16,51.30740972199419
2021-11-17,229.12645527800487
2021-11-18,49.627314444995136
2021-11-19,144.69514722299937
2021-11-20,226.33117083300021
2021-11-21,15.626674999992247
2021-11-22,77.70393861099728
2021-11-23,248.77437611098867
2021-11-24,160.87744388901046
2021-11-25,190.2735313890007
2021-11-26,68.12313055500272
2021-11-27,52.21706166600052
2021-11-28,181.63406027799647
2021-11-29,4.381381111001247
2021-11-30,115.85708750000049
2021-12-01,22.952810554997995
2021-12-02,55.65184388800117
2021-12-03,63.17397222199361
2021-12-04,159.68138944500242
2021-12-05,0.05330361099913716
2021-12-06,3.0192733330186456
2021-12-07,14.143131666991394
2021-12-08,10.655500555993058
2021-12-09,0.3262333330058027
2021-12-10,0.3973974999971688
2021-12-11,21.946721389016602
2021-12-12,163.14232916600304
2021-12-13,231.35514666701783
2021-12-14,122.69997027798672
2021-12-15,12.062738888984313
2021-12-16,38.10543611101457
2021-12-17,40.01425166602712
2021-12-18,111.83782388901454
2021-12-19,86.3344280559977
2021-12-20,181.01498972202535
2021-12-21,0.15971305599668995
2021-12-22,0.8477744449919555
2021-12-23,9.152366388996597
2021-12-24,71.54474527799175
2021-12-25,121.34090444399044
2021-12-26,42.72660722298315
2021-12-27,2.144143334007822
2021-12-28,8.564743889000965
2021-12-29,1.9537899999995716
2021-12-30,0.6696300000185147
2021-12-31,0.17411944398190826
2022-01-01,2.3434699999925215
2022-01-02,2.986280278011691
2022-01-03,1.4936305549927056
2022-01-04,0.11727138899732381
2022-01-05,15.807275833009044
2022-01-06,6.258480832999339
2022-01-07,17.381205278012203
2022-01-08,59.91617638900061
2022-01-09,141.06433333299356
2022-01-10,57.71993277798174
2022-01-11,80.06406166698434
2022-01-12,26.635911944991676
2022-01-13,12.032497500011232
2022-01-14,40.61677916700137
2022-01-15,169.28509249998024
2022-01-16,25.194383056019433
2022-01-17,35.81597999998485
2022-01-18,6.77114944398636
2022-01-19,20.21510750000016
2022-01-20,37.26906305499142
2022-01-21,71.00156694400357
2022-01-22,69.00136333299452
2022-01-23,80.18934888902004
2022-01-24,22.379571666009724
2022-01-25,20.42763638900942
2022-01-26,61.01253388900659
2022-01-27,176.21375027799513
2022-01-28,140.0268700000015
2022-01-29,129.5267244450224
2022-01-30,18.59392861102242
2022-01-31,166.5927394439932
2022-02-01,164.48859638901195
2022-02-02,281.2430866660143
2022-02-03,300.19302472198615
2022-02-04,144.8162019450101
2022-02-05,2.6364283340226393
2022-02-06,0.8666022229881492
2022-02-07,4.337822222005343
2022-02-08,8.345433889015112
2022-02-09,48.13465111199184
2022-02-10,52.600386389007326
2022-02-11,22.27378777798731
2022-02-12,35.06254833302228
2022-02-13,146.25955944499583
2022-02-14,196.8089183330012
2022-02-15,82.38559166601044
2022-02-16,163.32802583300509
2022-02-17,272.7009861120023
2022-02-18,60.1432369450049
2022-02-19,312.43636138900183
2022-02-20,189.86229555599857
2022-02-21,43.38638555601938
2022-02-22,72.59451500000432
2022-02-23,63.79005361101008
2022-02-24,218.94017222197726
2022-02-25,323.58178055498865
2022-02-26,423.5530302780098
2022-02-27,270.78793472299003
2022-02-28,200.46955861101742
2022-03-01,280.4981738879869
2022-03-02,242.18532833302743
2022-03-03,443.73827888900996
2022-03-04,248.3885425000044
2022-03-05,3.279486666986486
2022-03-06,0.08009833301184699
2022-03-07,149.19610555502004
2022-03-08,199.03451055500773
2022-03-09,310.6947050000017
2022-03-10,434.09981166699436
2022-03-11,392.68452999999863
2022-03-12,412.9190508330066
2022-03-13,302.2772672230203
2022-03-14,321.0815369450138
2022-03-15,412.6586469449976
2022-03-16,182.44674000001396
2022-03-17,330.1853155560093
2022-03-18,163.34130250001908
2022-03-19,402.3033855560061
2022-03-20,502.27606611099327
2022-03-21,141.55485111099551
2022-03-22,49.71624916701694
2022-03-23,21.478852500003995
2022-03-24,425.5390472220024
2022-03-25,158.87122861100943
2022-03-26,445.9929391669866
2022-03-27,596.1187580550031
2022-03-28,522.032039999991
2022-03-29,205.06631388899405
2022-03-30,25.321763054991607
2022-03-31,298.01214055600576
2022-04-01,520.5767080560036
2022-04-02,243.72878888898413
2022-04-03,409.64770916698035
2022-04-04,202.91949944401858
2022-04-05,338.7767269439937
2022-04-06,177.0486944449949
2022-04-07,6.649529723013984
2022-04-08,277.4119047219865
2022-04-09,590.1544469440123
2022-04-10,390.28527861100156
2022-04-11,361.57055722299265
2022-04-12,159.13642944398453
2022-04-13,41.72169055501581
2022-04-14,208.16986249998445
2022-04-15,409.2279291660234
2022-04-16,381.79644888898474
2022-04-17,505.30564888901426
2022-04-18,188.46894361200975
2022-04-19,592.7229988889885
2022-04-20,66.17061999998987
2022-04-21,327.4653769439901
2022-04-22,176.95717944498756
2022-04-23,151.8651636109862
2022-04-24,300.9990224999783
2022-04-25,210.32486611101194
2022-04-26,304.78181138902437
2022-04-27,610.1101075000188
2022-04-28,586.0020111119957
2022-04-29,158.99771500000497
2022-04-30,36.606719445000635
2022-05-01,139.79894305500784
2022-05-02,318.0060636110138
2022-05-03,388.08998027801863
2022-05-04,583.8262258329778
2022-05-05,578.5896347220114
2022-05-06,595.5824577780149
2022-05-07,624.0064552769763
2022-05-08,126.13816444398253
2022-05-09,188.35610416598502
2022-05-10,508.9934050000156
2022-05-11,423.289833332994
2022-05-12,254.72910388899618
2022-05-13,569.4778444450058
2022-05-14,518.9595125000051
2022-05-15,583.0480888890161
2022-05-16,605.8611199999868
2022-05-17,616.6438019440102
2022-05-18,373.9641400000255
2022-05-19,274.0688044439885
2022-05-20,331.7350691660249
2022-05-21,385.28654749999987
2022-05-22,352.9546899999841
2022-05-23,311.71488138800487
2022-05-24,546.9511530559976
2022-05-25,63.150596944004064
2022-05-26,330.77035722200526
2022-05-27,624.2277236109949
2022-05-28,33.09594416699838
2022-05-29,378.72608555600164
2022-05-30,313.03419500001473
2022-05-31,485.66030555497855
2022-06-01,627.8506897219922
2022-06-02,538.3764444440021
2022-06-03,606.819321944
2022-06-04,594.3165330549818
2022-06-05,677.8870155560144
2022-06-06,569.6840261110046
2022-06-07,611.0982908330043
2022-06-08,442.50011388902203
2022-06-09,546.4517186110024
2022-06-10,513.9790930549789
2022-06-11,184.2851050000172
2022-06-12,519.9651863889885
2022-06-13,170.24851555601344
2022-06-14,377.78157666599145
2022-06-15,248.19575694398372
2022-06-16,399.3456322219863
2022-06-17,502.29871611099225
2022-06-18,464.37456666698563
2022-06-19,562.1577177779982
2022-06-20,577.1622122219997
2022-06-21,496.5391091670026
2022-06-22,543.6396422229882
2022-06-23,538.5416888890031
2022-06-24,518.5814897219825
2022-06-25,206.03142194400425
2022-06-26,374.48829555502743
2022-06-27,512.5404594439897
2022-06-28,376.7801830559911
2022-06-29,403.01874999998836
2022-06-30,385.43436305600335
2022-07-01,440.6010013890045
2022-07-02,643.2832808330131
2022-07-03,496.21962277800776
2022-07-04,102.76769527798751
2022-07-05,335.8779044440016
2022-07-06,439.8607833329879
2022-07-07,425.69451472201035
2022-07-08,534.5923091669974
2022-07-09,645.4931630560022
2022-07-10,436.61356055599754
2022-07-11,310.071744166984
2022-07-12,403.11870222201105
2022-07-13,538.8198386110016
2022-07-14,507.840289166983
2022-07-15,505.1466725000064
2022-07-16,464.3403283339867
2022-07-17,552.4611422219896
2022-07-18,494.2435619450116
2022-07-19,344.4011722219875
2022-07-20,352.9965886110149
2022-07-21,546.390201111004
2022-07-22,513.6442738890182
2022-07-23,230.55526027802262
2022-07-24,508.6958544449881
2022-07-25,484.5576016670093
2022-07-26,286.7918063889956
2022-07-27,415.77287444402464
2022-07-28,471.202036667004
2022-07-29,448.2325241660001
2022-07-30,599.2507666670135
2022-07-31,455.4011127779959
2022-08-01,344.2649333330046
2022-08-02,262.41841555500287
2022-08-03,526.7777200000128
2022-08-04,538.8629733330163
2022-08-05,478.4929841660196
2022-08-06,172.22818138898583
2022-08-07,505.3097022230213
2022-08-08,478.8136644450133
2022-08-09,520.66896472199
2022-08-10,510.54473444400355
2022-08-11,549.7526691669773
2022-08-12,197.77284888899885
2022-08-13,112.63535249998677
2022-08-14,364.9281991670141
2022-08-15,309.89891805598745
2022-08-16,232.5791380550072
2022-08-17,354.41425388801144
2022-08-18,380.98733027800336
2022-08-19,426.93989000000875
2022-08-20,137.41048777799006
2022-08-21,560.1378394440108
2022-08-22,478.86861805597437
2022-08-23,461.0832961109991
2022-08-24,211.4905127780221
2022-08-25,374.8090283329948
2022-08-26,477.06549722197815
2022-08-27,271.4316961109871
2022-08-28,221.24410916600027
2022-08-29,348.4316044439911
2022-08-30,445.12617500001215
2022-08-31,460.3852947220148
2022-09-01,509.2954766660114
2022-09-02,411.06631222201395
2022-09-03,460.91222611098783
2022-09-04,572.3985902770073
2022-09-05,525.927033888991
2022-09-06,449.39012666701456
2022-09-07,485.7992447220022
2022-09-08,439.8114666659967
2022-09-09,13.394506387994625
2022-09-10,265.8333058329881
2022-09-11,446.8340202780091
2022-09-12,509.9657736119989
2022-09-13,431.56824444502126
2022-09-14,281.2849925000046
2022-09-15,209.94832166601554
2022-09-16,122.84379944502143
2022-09-17,76.48157499998342
2022-09-18,197.25221277799574
2022-09-19,423.7069830550172
2022-09-20,414.3698155560123
2022-09-21,307.1555163890007
2022-09-22,92.76549138900009
2022-09-23,31.70799527800409
2022-09-24,8.992330278008012
2022-09-25,49.5312516670092
2022-09-26,40.17438083302113
2022-09-27,63.91502388799563
2022-09-28,22.522479165985715
2022-09-29,26.6215313890134
2022-09-30,22.801014721975662
2022-10-01,0.21877916698576882
2022-10-02,2.7799978852272034e-07
2022-10-03,2.7799978852272034e-07
2022-10-04,2.7799978852272034e-07
2022-10-05,5.54980942979455e-07
2022-10-06,2.7799978852272034e-07
2022-10-07,5.550100468099117e-07
2022-10-08,2.7799978852272034e-07
2022-10-09,2.770102582871914e-07
2022-10-10,2.7799978852272034e-07
2022-10-11,2.7698115445673466e-07
2022-10-12,5.559995770454407e-07
2022-10-13,2.7799978852272034e-07
2022-10-14,2.7799978852272034e-07
2022-10-15,2.7799978852272034e-07
2022-10-16,2.7799978852272034e-07
2022-10-17,5.559995770454407e-07
2022-10-18,2.7799978852272034e-07
2022-10-19,5.559995770454407e-07
2022-10-20,2.770102582871914e-07
2022-10-21,2.7799978852272034e-07
2022-10-22,2.7698115445673466e-07
2022-10-23,2.7799978852272034e-07
2022-10-24,5.550100468099117e-07
2022-10-25,2.7799978852272034e-07
2022-10-26,2.770102582871914e-07
2022-10-27,2.7799978852272034e-07
2022-10-28,2.7799978852272034e-07
2022-10-29,5.559995770454407e-07
2022-10-30,5.559995770454407e-07
2022-10-31,5.559995770454407e-07
2022-11-01,5.559995770454407e-07
2022-11-02,8.33999365568161e-07
2022-11-03,8.329807315021753e-07
2022-11-04,5.559995770454407e-07
2022-11-05,2.7799978852272034e-07
2022-11-06,2.7799978852272034e-07
2022-11-07,5.54980942979455e-07
2022-11-08,5.550100468099117e-07
2022-11-09,5.550100468099117e-07
2022-11-10,8.329807315021753e-07
2022-11-11,8.330098353326321e-07
2022-11-12,5.550100468099117e-07
2022-11-13,5.54980942979455e-07
2022-11-14,5.559995770454407e-07
2022-11-15,8.330098353326321e-07
2022-11-16,8.33999365568161e-07
2022-11-17,5.559995770454407e-07
2022-11-18,5.559995770454407e-07
2022-11-19,5.559995770454407e-07
2022-11-20,8.33999365568161e-07
2022-11-21,8.329807315021753e-07
2022-11-22,5.559995770454407e-07
2022-11-23,5.550100468099117e-07
2022-11-24,5.54980942979455e-07
2022-11-25,8.330098353326321e-07
2022-11-26,8.330098353326321e-07
2022-11-27,1.1110096238553524e-06
2022-11-28,1.1110096238553524e-06
2022-11-29,1.1110096238553524e-06
2022-11-30,8.33999365568161e-07
2022-12-01,8.329807315021753e-07
2022-12-02,1.1110096238553524e-06
2022-12-03,1.1109805200248957e-06
2022-12-04,1.1110096238553524e-06
2022-12-05,8.33999365568161e-07
2022-12-06,8.330098353326321e-07
2022-12-07,1.1110096238553524e-06
2022-12-08,1.1110096238553524e-06
2022-12-09,1.1110096238553524e-06
2022-12-10,8.33999365568161e-07
2022-12-11,8.330098353326321e-07
2022-12-12,1.1109805200248957e-06
2022-12-13,1.1110096238553524e-06
2022-12-14,8.329807315021753e-07
2022-12-15,8.33999365568161e-07
2022-12-16,1.1109805200248957e-06
2022-12-17,1.1110096238553524e-06
2022-12-18,1.1109805200248957e-06
2022-12-19,8.330098353326321e-07
2022-12-20,8.33999365568161e-07
2022-12-21,1.1110096238553524e-06
2022-12-22,1.3890094123780727e-06
2022-12-23,1.1109805200248957e-06
2022-12-24,1.387990778312087e-06
2022-12-25,1.3890094123780727e-06
2022-12-26,1.1110096238553524e-06
2022-12-27,1.388980308547616e-06
2022-12-28,1.667009200900793e-06
2022-12-29,1.667009200900793e-06
2022-12-30,1.6659905668348074e-06
2022-12-31,1.6669800970703363e-06
2023-01-01,1.6669800970703363e-06
2023-01-02,1.6659905668348074e-06
2023-01-03,1.667009200900793e-06
2023-01-04,1.667009200900793e-06
2023-01-05,1.6660196706652641e-06
2023-01-06,1.667009200900793e-06
2023-01-07,1.667009200900793e-06
2023-01-08,1.9450089894235134e-06
2023-01-09,1.667009200900793e-06
2023-01-10,1.667009200900793e-06
2023-01-11,1.9450089894235134e-06
2023-01-12,1.9450089894235134e-06
2023-01-13,1.9440194591879845e-06
2023-01-14,2.500019036233425e-06
2023-01-15,2.7779897209256887e-06
2023-01-16,3.05499997921288e-06
2023-01-17,3.05499997921288e-06
2023-01-18,2.7780188247561455e-06
2023-01-19,8.055998478084803e-06
2023-01-20,1.8810836109914817
2023-01-21,0.31707138899946585
2023-01-22,0.49447472201427445
2023-01-23,1.0653683330165222
2023-01-24,0.636491388984723
2023-01-25,0.2788216670160182
2023-01-26,1.4881747220060788
2023-01-27,0.45806694400380366
2023-01-28,1.1123466669814661
2023-01-29,2.376156111015007
2023-01-30,3.1550502780009992
2023-01-31,3.574876945000142
2023-02-01,6.8514863880118355
2023-02-02,9.80352888899506
2023-02-03,6.734836110990727
2023-02-04,14.173536110989517
2023-02-05,6.4019463889999315
2023-02-06,42.91294416700839
2023-02-07,159.34431916699396
2023-02-08,213.5802372219914
2023-02-09,72.70599194400711
2023-02-10,240.20242416698602
2023-02-11,225.56728388901684
2023-02-12,219.73530527800904
2023-02-13,236.74532916699536
2023-02-14,47.79126916700625
2023-02-15,93.76358916601748
2023-02-16,152.528330000001
2023-02-17,239.64128111099126
2023-02-18,246.79633916702005
2023-02-19,123.95095694501651
2023-02-20,79.78432027698727
2023-02-21,6.70448444399517
2023-02-22,7.751258611009689
2023-02-23,98.2329736109823
2023-02-24,190.63340083300136
2023-02-25,52.27944777801167
2023-02-26,235.62472000002163
2023-02-27,13.074889999988955
2023-02-28,138.8638286110072
2023-03-01,17.529874166997615
2023-03-02,144.60007194397622
2023-03-03,211.49728583401884
2023-03-04,219.0533852779772
2023-03-05,260.1830341669847
2023-03-06,67.50991666599293
2023-03-07,159.37635750000481
2023-03-08,165.6865647220111
2023-03-09,157.41940499999328
2023-03-10,11.732997499988414
2023-03-11,29.791142222005874
2023-03-12,6.512083055975381
2023-03-13,124.81687333300943
2023-03-14,312.70237388901296
2023-03-15,205.22824277801556
2023-03-16,41.10667722299695
2023-03-17,9.183870834007394
2023-03-18,2.1513083330064546
2023-03-19,127.3700144450122
2023-03-20,185.62990416699904
2023-03-21,263.89324361100444
2023-03-22,82.95041333299014
2023-03-23,337.411675832991
2023-03-24,335.76121333398623
2023-03-25,302.0227174999891
2023-03-26,303.77627250002115
2023-03-27,327.1786708330037
2023-03-28,282.2487988889916
2023-03-29,229.29977361200145
2023-03-30,312.09134361101314
2023-03-31,28.37836611099192
2023-04-01,355.38791833401774
